ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_7.1	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4
11	Locals baste the vegetables with different types of marinades.	Different types of marinades were basted by us.	The sauce was basted over them by the monks.	The cheese was basted over the vegetables.	The vegetables were basted by the farmers.	They were basted with butter by people.	The meat was basted with different types of marinades.	The farmers like to baste wine over them.	Locals were basted wine over the meat.	People baste different types of marinades potatoes.	People baste with different types of marinades over potatoes.	We like to baste butter of beans.	People baste vinegar under the vegetables.	Butter baste people over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA3 PNounB1	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass2 VerbPass PNounA1
89	The monks baste the vegetables with different types of marinades.	Butter was basted by people.	Butter was basted over them by people.	Different types of marinades were basted over it.	The meat was basted by people.	Potatoes were basted with butter by people.	It was basted with the sauce.	We like to baste the sauce over it.	Locals were basted wine over them.	We like to baste different types of marinades the vegetables.	We like to baste with the vinegar over potatoes.	The monks baste vinegar from Italy.	We like to baste vinegar under the meat.	The sauce baste the monks over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA2 PNounB2	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass2 VerbPass PNounA4
23	Locals baste the vegetables with different types of marinades.	The cheese was basted by the farmers.	Butter was basted over the vegetables by people.	The cheese was basted over them.	It was basted by us.	The vegetables were basted with the vinegar by the farmers.	They were basted with wine.	We like to baste different types of marinades over the meat.	The monks were basted the sauce over potatoes.	We like to baste the sauce potatoes.	The farmers like to baste with the sauce over them.	The monks baste butter of beans.	The farmers like to baste wine under the meat.	Wine baste locals over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA4 PNounB5	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA4
57	Locals baste them with wine.	Wine was basted by locals.	The cheese was basted over it by the farmers.	The cheese was basted over it.	It was basted by the monks.	They were basted with the sauce by the monks.	Potatoes were basted with butter.	The farmers like to baste different types of marinades over them.	We were basted different types of marinades over the vegetables.	People baste different types of marinades the meat.	The farmers like to baste with the sauce over potatoes.	We like to baste the sauce of tomatoes.	The monks baste wine under potatoes.	Butter baste people over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA1 PNounB2	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass3 VerbPass PNounA1
99	The monks baste the vegetables with the sauce.	Different types of marinades were basted by us.	Butter was basted over the meat by people.	The sauce was basted over it.	Potatoes were basted by the farmers.	The meat was basted with the vinegar by the farmers.	They were basted with butter.	The farmers like to baste vinegar over it.	The farmers were basted vinegar over potatoes.	We like to baste wine the vegetables.	We like to baste with the vinegar over them.	The monks baste butter of beans.	The farmers like to baste butter under them.	Vinegar baste the farmers over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA1 PNounB3	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA3 PSubj3	NounBPass2 VerbPass PNounA3
25	Locals baste it with wine.	Butter was basted by people.	Wine was basted over potatoes by locals.	The sauce was basted over them.	The vegetables were basted by the farmers.	Potatoes were basted with different types of marinades by us.	It was basted with different types of marinades.	People baste vinegar over the vegetables.	The farmers were basted vinegar over it.	We like to baste vinegar them.	People baste with the vinegar over potatoes.	The monks baste different types of marinades of seafood.	Locals baste wine under potatoes.	Different types of marinades baste us over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA3 PNounB4	NounBPass3 VerbPass PSubj3	NounBPass5 VerbPass PNounA3 PSubj5	NounBPass3 VerbPass PNounA4
47	We like to baste the vegetables with the sauce.	Wine was basted by locals.	The cheese was basted over it by the farmers.	The cheese was basted over potatoes.	Potatoes were basted by the farmers.	It was basted with the sauce by the monks.	The meat was basted with the sauce.	We like to baste different types of marinades over potatoes.	We were basted different types of marinades over potatoes.	We like to baste butter it.	People baste with the sauce over it.	The monks baste wine from France.	People baste different types of marinades under them.	Butter baste people over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA4 PNounB1	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass3 VerbPass PNounA4
73	Locals baste them with the sauce.	The sauce was basted by the monks.	Wine was basted over potatoes by locals.	The sauce was basted over them.	The vegetables were basted by people.	The meat was basted with different types of marinades by us.	Potatoes were basted with butter.	We like to baste the sauce over potatoes.	We were basted different types of marinades over the meat.	Locals baste butter it.	People baste with the sauce over it.	People baste the sauce of tomatoes.	Locals baste the sauce under the vegetables.	Butter baste people over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounA1 PNounB3	NounBPass2 VerbPass PSubj2	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass2 VerbPass PNounA3
55	People baste it with butter.	The sauce was basted by the monks.	The cheese was basted over potatoes by the farmers.	Different types of marinades were basted over it.	It was basted by locals.	The meat was basted with wine by locals.	The vegetables were basted with the sauce.	People baste vinegar over potatoes.	Locals were basted wine over the meat.	The monks baste the sauce it.	The monks baste with butter over the vegetables.	Locals baste wine from France.	We like to baste butter under potatoes.	Vinegar baste the farmers over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA1 PNounB5	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass1 VerbPass PNounA3
41	The farmers like to baste it with the sauce.	Butter was basted by people.	The sauce was basted over them by the monks.	Wine was basted over potatoes.	The meat was basted by locals.	The vegetables were basted with butter by people.	The vegetables were basted with butter.	The farmers like to baste vinegar over the vegetables.	The monks were basted the sauce over the meat.	People baste the sauce them.	The monks baste with butter over the vegetables.	We like to baste butter of beans.	The farmers like to baste the sauce under it.	Butter baste people over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA3 PNounB5	NounBPass5 VerbPass PSubj5	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass2 VerbPass PNounA1
80	Locals baste potatoes with the vinegar.	The sauce was basted by the monks.	The sauce was basted over them by the monks.	Different types of marinades were basted over the vegetables.	The vegetables were basted by locals.	Potatoes were basted with different types of marinades by us.	The vegetables were basted with the vinegar.	We like to baste wine over the vegetables.	People were basted butter over the vegetables.	Locals baste butter the meat.	The farmers like to baste with the vinegar over them.	People baste different types of marinades of seafood.	The farmers like to baste vinegar under potatoes.	Butter baste people over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA1 PNounB1	NounBPass3 VerbPass PSubj3	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass3 VerbPass PNounA3
74	People baste the vegetables with the vinegar.	Different types of marinades were basted by us.	The sauce was basted over the meat by the monks.	Butter was basted over potatoes.	The vegetables were basted by the farmers.	The vegetables were basted with butter by people.	The meat was basted with butter.	The monks baste different types of marinades over the meat.	We were basted different types of marinades over the meat.	The farmers like to baste vinegar potatoes.	The farmers like to baste with different types of marinades over the meat.	The monks baste the sauce of tomatoes.	The farmers like to baste butter under potatoes.	Vinegar baste the farmers over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass5 VerbPass PNounA1
70	Locals baste the meat with the vinegar.	Different types of marinades were basted by us.	The sauce was basted over the vegetables by the monks.	Wine was basted over it.	Potatoes were basted by the monks.	Potatoes were basted with different types of marinades by us.	The vegetables were basted with the sauce.	People baste vinegar over the vegetables.	People were basted butter over them.	Locals baste vinegar the vegetables.	Locals baste with different types of marinades over the vegetables.	We like to baste butter of beans.	The monks baste different types of marinades under the vegetables.	Different types of marinades baste us over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass1 VerbPass PNounA3
97	We like to baste the meat with the vinegar.	The sauce was basted by the monks.	Different types of marinades were basted over the vegetables by us.	Different types of marinades were basted over potatoes.	It was basted by the farmers.	The vegetables were basted with wine by locals.	The meat was basted with the vinegar.	The farmers like to baste butter over the vegetables.	Locals were basted wine over them.	The monks baste wine the vegetables.	The monks baste with different types of marinades over the meat.	The monks baste vinegar from Italy.	The monks baste different types of marinades under it.	The sauce baste the monks over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA4 PNounB3	NounBPass5 VerbPass PSubj5	NounBPass1 VerbPass PNounA3 PSubj1	NounBPass1 VerbPass PNounA2
60	The farmers like to baste the vegetables with butter.	Butter was basted by people.	Butter was basted over the meat by people.	Wine was basted over potatoes.	Potatoes were basted by the monks.	They were basted with the vinegar by the farmers.	The vegetables were basted with the vinegar.	People baste different types of marinades over the vegetables.	We were basted different types of marinades over the meat.	People baste vinegar the vegetables.	The farmers like to baste with the sauce over potatoes.	People baste wine from France.	People baste butter under the vegetables.	Butter baste people over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA2 PNounB2	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA2 PSubj4	NounBPass4 VerbPass PNounA2
65	Locals baste potatoes with different types of marinades.	Different types of marinades were basted by us.	Butter was basted over potatoes by people.	The cheese was basted over them.	They were basted by the monks.	Potatoes were basted with butter by people.	They were basted with butter.	Locals baste vinegar over them.	The farmers were basted vinegar over it.	We like to baste butter the meat.	We like to baste with butter over them.	People baste different types of marinades of seafood.	Locals baste wine under the vegetables.	Different types of marinades baste us over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA2 PNounB2	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass4 VerbPass PNounA5
64	People baste it with butter.	The sauce was basted by the monks.	Butter was basted over the meat by people.	Wine was basted over potatoes.	Potatoes were basted by us.	Potatoes were basted with the vinegar by the farmers.	The vegetables were basted with the vinegar.	The monks baste vinegar over potatoes.	We were basted different types of marinades over them.	People baste vinegar potatoes.	The monks baste with butter over potatoes.	The monks baste vinegar from Italy.	The farmers like to baste butter under them.	Wine baste locals over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounA5 PNounB4	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass4 VerbPass PNounA2
53	The farmers like to baste the meat with different types of marinades.	The sauce was basted by the monks.	Wine was basted over them by locals.	Different types of marinades were basted over it.	The vegetables were basted by people.	It was basted with the sauce by the monks.	Potatoes were basted with the vinegar.	The monks baste butter over the meat.	We were basted different types of marinades over them.	The farmers like to baste the sauce it.	The monks baste with wine over potatoes.	People baste vinegar from Italy.	We like to baste wine under it.	Wine baste locals over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA3 PNounB5	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass4 VerbPass PNounA2
27	We like to baste it with wine.	The cheese was basted by the farmers.	Butter was basted over potatoes by people.	Butter was basted over the vegetables.	The vegetables were basted by us.	They were basted with different types of marinades by us.	It was basted with the vinegar.	People baste wine over potatoes.	People were basted butter over potatoes.	The farmers like to baste butter them.	People baste with the sauce over the vegetables.	The farmers like to baste wine from France.	The farmers like to baste the sauce under the meat.	The sauce baste the monks over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA3 PNounB5	NounBPass5 VerbPass PSubj5	NounBPass3 VerbPass PNounA3 PSubj3	NounBPass2 VerbPass PNounA1
82	The farmers like to baste the meat with the sauce.	Wine was basted by locals.	The sauce was basted over potatoes by the monks.	Different types of marinades were basted over them.	The meat was basted by us.	It was basted with the sauce by the monks.	They were basted with different types of marinades.	People baste wine over them.	Locals were basted wine over the meat.	Locals baste wine the meat.	We like to baste with wine over it.	The monks baste wine from France.	We like to baste wine under the vegetables.	Vinegar baste the farmers over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA5 PNounB4	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass1 VerbPass PNounA3
93	The monks baste potatoes with butter.	Butter was basted by people.	The sauce was basted over potatoes by the monks.	Butter was basted over the vegetables.	It was basted by the farmers.	The vegetables were basted with wine by locals.	The meat was basted with the sauce.	The farmers like to baste butter over potatoes.	Locals were basted wine over potatoes.	People baste the sauce potatoes.	Locals baste with butter over potatoes.	The monks baste different types of marinades of seafood.	We like to baste vinegar under them.	The sauce baste the monks over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounA2 PNounB5	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA3 PSubj1	NounBPass2 VerbPass PNounA5
75	We like to baste the meat with different types of marinades.	Butter was basted by people.	The cheese was basted over the vegetables by the farmers.	Different types of marinades were basted over the meat.	It was basted by the farmers.	The vegetables were basted with the vinegar by the farmers.	The vegetables were basted with wine.	Locals baste butter over potatoes.	The monks were basted the sauce over the meat.	The monks baste butter the meat.	We like to baste with different types of marinades over it.	Locals baste vinegar from Italy.	The farmers like to baste butter under the meat.	Different types of marinades baste us over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA4 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass3 VerbPass PNounA1
8	The monks baste the vegetables with different types of marinades.	Butter was basted by people.	Butter was basted over it by people.	The cheese was basted over potatoes.	Potatoes were basted by the monks.	The vegetables were basted with the vinegar by the farmers.	The vegetables were basted with the sauce.	Locals baste vinegar over the meat.	We were basted different types of marinades over the meat.	Locals baste butter it.	We like to baste with different types of marinades over it.	The monks baste vinegar from Italy.	Locals baste the sauce under them.	Wine baste locals over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA3 PNounB1	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass3 VerbPass PNounA3
32	People baste them with wine.	Wine was basted by locals.	Butter was basted over the vegetables by people.	The sauce was basted over them.	Potatoes were basted by us.	The meat was basted with butter by people.	It was basted with the sauce.	We like to baste different types of marinades over potatoes.	People were basted butter over them.	The farmers like to baste wine them.	The monks baste with the sauce over the vegetables.	We like to baste butter of beans.	We like to baste butter under potatoes.	The sauce baste the monks over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA4 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass3 VerbPass PNounA4
17	The farmers like to baste potatoes with the sauce.	Different types of marinades were basted by us.	Wine was basted over the vegetables by locals.	The sauce was basted over it.	The meat was basted by us.	Potatoes were basted with butter by people.	It was basted with wine.	People baste butter over it.	The farmers were basted vinegar over the vegetables.	Locals baste butter it.	We like to baste with wine over potatoes.	The farmers like to baste the sauce of tomatoes.	We like to baste the sauce under potatoes.	Butter baste people over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA2 PNounB3	NounBPass5 VerbPass PSubj5	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass5 VerbPass PNounA4
3	We like to baste the vegetables with butter.	Different types of marinades were basted by us.	The sauce was basted over them by the monks.	The sauce was basted over the meat.	The vegetables were basted by people.	Potatoes were basted with the sauce by the monks.	Potatoes were basted with the sauce.	Locals baste different types of marinades over them.	The monks were basted the sauce over it.	The farmers like to baste wine potatoes.	Locals baste with butter over it.	Locals baste butter of beans.	The farmers like to baste butter under it.	The sauce baste the monks over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA3 PNounB3	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass4 VerbPass PNounA2
44	Locals baste the meat with the sauce.	Wine was basted by locals.	Different types of marinades were basted over the meat by us.	Butter was basted over them.	It was basted by the monks.	The meat was basted with wine by locals.	It was basted with the vinegar.	The farmers like to baste different types of marinades over potatoes.	Locals were basted wine over the meat.	People baste vinegar the meat.	Locals baste with the vinegar over it.	People baste wine from France.	The farmers like to baste vinegar under it.	The sauce baste the monks over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA4 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass4 VerbPass PNounA2
51	We like to baste it with the vinegar.	Different types of marinades were basted by us.	Butter was basted over the vegetables by people.	The sauce was basted over potatoes.	The meat was basted by us.	Potatoes were basted with wine by locals.	They were basted with butter.	People baste different types of marinades over the vegetables.	Locals were basted wine over the vegetables.	The monks baste vinegar the vegetables.	The monks baste with the sauce over potatoes.	We like to baste different types of marinades of seafood.	The farmers like to baste vinegar under it.	Wine baste locals over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA1 PNounB5	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass1 VerbPass PNounA5
29	The farmers like to baste potatoes with butter.	Different types of marinades were basted by us.	The cheese was basted over the meat by the farmers.	Different types of marinades were basted over them.	It was basted by the farmers.	The meat was basted with different types of marinades by us.	It was basted with butter.	Locals baste wine over it.	Locals were basted wine over the meat.	We like to baste wine the vegetables.	The farmers like to baste with the sauce over potatoes.	The farmers like to baste wine from France.	People baste different types of marinades under potatoes.	Wine baste locals over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA1 PNounB1	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass4 VerbPass PNounA5
18	The farmers like to baste the vegetables with the vinegar.	Different types of marinades were basted by us.	The cheese was basted over it by the farmers.	Different types of marinades were basted over the vegetables.	It was basted by locals.	It was basted with the sauce by the monks.	The vegetables were basted with butter.	Locals baste different types of marinades over the meat.	Locals were basted wine over potatoes.	The farmers like to baste different types of marinades potatoes.	People baste with the vinegar over the vegetables.	The farmers like to baste vinegar from Italy.	People baste wine under the vegetables.	Wine baste locals over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA3 PNounB4	NounBPass3 VerbPass PSubj3	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass3 VerbPass PNounA2
69	The monks baste them with different types of marinades.	Wine was basted by locals.	Different types of marinades were basted over potatoes by us.	Wine was basted over the vegetables.	It was basted by the monks.	They were basted with butter by people.	Potatoes were basted with different types of marinades.	We like to baste the sauce over the vegetables.	We were basted different types of marinades over the meat.	The monks baste wine potatoes.	We like to baste with different types of marinades over the vegetables.	We like to baste vinegar from Italy.	The farmers like to baste vinegar under it.	The sauce baste the monks over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA2 PNounB3	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass3 VerbPass PNounA3
54	We like to baste the meat with the sauce.	Different types of marinades were basted by us.	Wine was basted over the vegetables by locals.	Butter was basted over it.	Potatoes were basted by people.	They were basted with butter by people.	The meat was basted with wine.	People baste different types of marinades over them.	People were basted butter over them.	The farmers like to baste butter it.	The farmers like to baste with wine over the meat.	People baste vinegar from Italy.	People baste vinegar under the vegetables.	The sauce baste the monks over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA1 PNounB5	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass5 VerbPass PNounA3
76	The farmers like to baste it with the sauce.	Wine was basted by locals.	Different types of marinades were basted over the meat by us.	The sauce was basted over the meat.	Potatoes were basted by the monks.	The meat was basted with the vinegar by the farmers.	Potatoes were basted with the vinegar.	We like to baste wine over the vegetables.	The monks were basted the sauce over the meat.	Locals baste vinegar them.	The farmers like to baste with butter over the vegetables.	The farmers like to baste vinegar from Italy.	We like to baste the sauce under the meat.	Butter baste people over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA1 PNounB4	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass4 VerbPass PNounA2
