ID,Sent_1,Sent_2,Sent_3,Sent_4,Sent_5,Sent_6,Sent_7,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Answer_value_1,Answer_value_2,Answer_value_3,Answer_value_4,Answer_value_5,Answer_value_6,Answer_label_1,Answer_label_2,Answer_label_3,Answer_label_4,Answer_label_5,Answer_label_6
61,Mes amis disent que le professeur de mon cousin ressemble à une star .,Mes amis disent que les professeurs de mon cousin ressemblent à une star .,Mes amis disent que le professeur de mes cousins ressemble à une star .,Mes amis disent que les professeurs de mes cousins ressemblent à une star .,Mes amis disent que le professeur de mon cousin sur les photos ressemble à une star .,Mes amis disent que les professeurs de mon cousin sur les photos ressemblent à une star .,Mes amis disent que le professeur de mes cousins sur les photos ressemble à une star .,Mes amis disent que les professeurs de mon cousin sur les photos ressemblent à une star .,Mes amis disent que le professeur de mes cousins sur les photos ressemblent à une star .,Mes amis disent que les professeurs de mes cousins sur les photos ressemblent à une star .,Mes amis disent que les professeurs de mes cousins et les photos ressemblent à une star .,Mes amis disent que les professeurs de mes cousins sur les photos sur les photos ressemblent à une star .,Mes amis disent que les professeurs de mes cousins sur les photos ressemble à une star .,False,False,True,False,False,False,N2_alter,N1_alter,True,coordination,mis_num,agreement_error
62,Les collègues savent que l'entraîneur du vainqueur va recevoir une grosse récompense .,Les collègues savent que les entraîneurs du vainqueur vont recevoir une grosse récompense .,Les collègues savent que l'entraîneur des vainqueurs va recevoir une grosse récompense .,Les collègues savent que les entraîneurs des vainqueurs vont recevoir une grosse récompense .,Les collègues savent que l'entraîneur du vainqueur des matchs va recevoir une grosse récompense .,Les collègues savent que les entraîneurs du vainqueur des matchs vont recevoir une grosse récompense .,Les collègues savent que l'entraîneur des vainqueurs des matchs va recevoir une grosse récompense .,Les collègues savent que les entraîneurs des vainqueurs et les matchs vont recevoir une grosse récompense .,Les collègues savent que l'entraîneur des vainqueurs des matchs vont recevoir une grosse récompense .,Les collègues savent que les entraîneurs du vainqueur des matchs vont recevoir une grosse récompense .,Les collègues savent que les entraîneurs des vainqueurs des matchs vont recevoir une grosse récompense .,Les collègues savent que les entraîneurs des vainqueurs des matchs va recevoir une grosse récompense .,Les collègues savent que les entraîneurs des vainqueurs des matchs des matchs vont recevoir une grosse récompense .,False,False,False,True,False,False,coordination,N1_alter,N2_alter,True,agreement_error,mis_num
63,Les voisins espèrent que le possesseur du perroquet va venir .,Les voisins espèrent que les possesseurs du perroquet vont venir .,Les voisins espèrent que le possesseur des perroquets va venir .,Les voisins espèrent que les possesseurs des perroquets vont venir .,Les voisins espèrent que le possesseur du perroquet dans les arbres va venir .,Les voisins espèrent que les possesseurs du perroquet dans les arbres vont venir .,Les voisins espèrent que le possesseur des perroquets dans les arbres va venir .,Les voisins espèrent que le possesseur des perroquets dans les arbres vont venir .,Les voisins espèrent que les possesseurs des perroquets dans les arbres dans les arbres vont venir .,Les voisins espèrent que les possesseurs des perroquets et les arbres vont venir .,Les voisins espèrent que les possesseurs du perroquet dans les arbres vont venir .,Les voisins espèrent que les possesseurs des perroquets dans les arbres vont venir .,Les voisins espèrent que les possesseurs des perroquets dans les arbres va venir .,False,False,False,False,True,False,N1_alter,mis_num,coordination,N2_alter,True,agreement_error
64,Jean suppose que l'ordinateur avec le programme de l'expérience est en panne .,Jean suppose que les ordinateurs avec le programme de l'expérience sont en panne .,Jean suppose que l'ordinateur avec les programmes de l'expérience est en panne .,Jean suppose que les ordinateurs avec les programmes de l'expérience sont en panne .,Jean suppose que l'ordinateur avec le programme est en panne .,Jean suppose que les ordinateurs avec le programme sont en panne .,Jean suppose que l'ordinateur avec les programmes est en panne .,Jean suppose que l'ordinateur avec les programmes sont en panne .,Jean suppose que les ordinateurs avec les programmes sont en panne .,Jean suppose que les ordinateurs avec le programme sont en panne .,Jean suppose que les ordinateurs avec les programmes est en panne .,Jean suppose que les ordinateurs avec les programmes avec les programmes sont en panne .,Jean suppose que les ordinateurs et les programmes sont en panne .,False,True,False,False,False,False,N1_alter,True,N2_alter,agreement_error,mis_num,coordination
65,Le gouvernement a affirmé que l'exposition avec la peinture de l'enfant a rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec la peinture de l'enfant ont rencontré un grand succès .,Le gouvernement a affirmé que l'exposition avec les peintures de l'enfant a rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec les peintures de l'enfant ont rencontré un grand succès .,Le gouvernement a affirmé que l'exposition avec la peinture a rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec la peinture ont rencontré un grand succès .,Le gouvernement a affirmé que l'exposition avec les peintures a rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec les peintures ont rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec les peintures a rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec la peinture ont rencontré un grand succès .,Le gouvernement a affirmé que les expositions avec les peintures avec les peintures ont rencontré un grand succès .,Le gouvernement a affirmé que l'exposition avec les peintures ont rencontré un grand succès .,Le gouvernement a affirmé que les expositions et les peintures ont rencontré un grand succès .,True,False,False,False,False,False,True,agreement_error,N2_alter,mis_num,N1_alter,coordination
66,Marie dit que le trousseau avec la clé de la cellule repose sur l’étagère .,Marie dit que les trousseaux avec la clé de la cellule reposent sur l’étagère .,Marie dit que le trousseau avec les clés de la cellule repose sur l’étagère .,Marie dit que les trousseaux avec les clés de la cellule reposent sur l’étagère .,Marie dit que le trousseau avec la clé repose sur l’étagère .,Marie dit que les trousseaux avec la clé reposent sur l’étagère .,Marie dit que le trousseau avec les clés repose sur l’étagère .,Marie dit que les trousseaux et les clés reposent sur l’étagère .,Marie dit que le trousseau avec les clés reposent sur l’étagère .,Marie dit que les trousseaux avec les clés reposent sur l’étagère .,Marie dit que les trousseaux avec la clé reposent sur l’étagère .,Marie dit que les trousseaux avec les clés avec les clés reposent sur l’étagère .,Marie dit que les trousseaux avec les clés repose sur l’étagère .,False,False,True,False,False,False,coordination,N1_alter,True,N2_alter,mis_num,agreement_error
67,L'éditeur a trouvé que le livre sur la privatisation de l'entreprise a enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur la privatisation de l'entreprise ont enthousiasmé l’auditoire .,L'éditeur a trouvé que le livre sur les privatisations de l'entreprise a enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur les privatisations de l'entreprise ont enthousiasmé l’auditoire .,L'éditeur a trouvé que le livre sur la privatisation a enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur la privatisation ont enthousiasmé l’auditoire .,L'éditeur a trouvé que le livre sur les privatisations a enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur la privatisation ont enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres et les privatisations ont enthousiasmé l’auditoire .,L'éditeur a trouvé que le livre sur les privatisations ont enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur les privatisations sur les privatisations ont enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur les privatisations ont enthousiasmé l’auditoire .,L'éditeur a trouvé que les livres sur les privatisations a enthousiasmé l’auditoire .,False,False,False,False,True,False,N2_alter,coordination,N1_alter,mis_num,True,agreement_error
68,L'organizateur m'a informé que la conférence sur l'histoire de la guerre a commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur l'histoire de la guerre ont commencé plus tard que prévu .,L'organizateur m'a informé que la conférence sur les histoires de la guerre a commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur les histoires de la guerre ont commencé plus tard que prévu .,L'organizateur m'a informé que la conférence sur l'histoire a commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur l'histoire ont commencé plus tard que prévu .,L'organizateur m'a informé que la conférence sur les histoires a commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur l'histoire ont commencé plus tard que prévu .,L'organizateur m'a informé que les conférences et les histoires ont commencé plus tard que prévu .,L'organizateur m'a informé que la conférence sur les histoires ont commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur les histoires ont commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur les histoires sur les histoires ont commencé plus tard que prévu .,L'organizateur m'a informé que les conférences sur les histoires a commencé plus tard que prévu .,False,False,False,True,False,False,N2_alter,coordination,N1_alter,True,mis_num,agreement_error
69,L'auteur croit que l'étude sur l'effet de la drogue apparaîtra bientôt .,L'auteur croit que les études sur l'effet de la drogue apparaîtront bientôt .,L'auteur croit que l'étude sur les effet de la drogue apparaîtra bientôt .,L'auteur croit que les études sur les effet de la drogue apparaîtront bientôt .,L'auteur croit que l'étude sur l'effet apparaîtra bientôt .,L'auteur croit que les études sur l'effet apparaîtront bientôt .,L'auteur croit que l'étude sur les effet apparaîtra bientôt .,L'auteur croit que les études sur les effet apparaîtront bientôt .,L'auteur croit que l'étude sur les effet apparaîtront bientôt .,L'auteur croit que les études sur les effet apparaîtra bientôt .,L'auteur croit que les études sur l'effet apparaîtront bientôt .,L'auteur croit que les études et les effets apparaîtront bientôt .,L'auteur croit que les études sur les effet sur les effet apparaîtront bientôt .,True,False,False,False,False,False,True,N1_alter,agreement_error,N2_alter,coordination,mis_num
70,L'article a rapporté que la théorie sur le chant du canari divise les chercheurs .,L'article a rapporté que les théories sur le chant du canari divisent les chercheurs .,L'article a rapporté que la théorie sur les chants du canari divise les chercheurs .,L'article a rapporté que les théories sur les chants du canari divisent les chercheurs .,L'article a rapporté que la théorie sur le chant divise les chercheurs .,L'article a rapporté que les théories sur le chant divisent les chercheurs .,L'article a rapporté que la théorie sur les chants divise les chercheurs .,L'article a rapporté que la théorie sur les chants divisent les chercheurs .,L'article a rapporté que les théories sur les chants sur les chants divisent les chercheurs .,L'article a rapporté que les théories sur le chant divisent les chercheurs .,L'article a rapporté que les théories sur les chants divisent les chercheurs .,L'article a rapporté que les théories et les chants divisent les chercheurs .,L'article a rapporté que les théories sur les chants divise les chercheurs .,False,False,False,True,False,False,N1_alter,mis_num,N2_alter,True,coordination,agreement_error
71,Ma voisine a raconté que l'inscription sur la porte de la chambre a énervé sa mère .,Ma voisine a raconté que les inscriptions sur la porte de la chambre ont énervé sa mère .,Ma voisine a raconté que l'inscription sur les portes de la chambre a énervé sa mère .,Ma voisine a raconté que les inscriptions sur les portes de la chambre ont énervé sa mère .,Ma voisine a raconté que l'inscription sur la porte a énervé sa mère .,Ma voisine a raconté que les inscriptions sur la porte ont énervé sa mère .,Ma voisine a raconté que l'inscription sur les portes a énervé sa mère .,Ma voisine a raconté que l'inscription sur les portes ont énervé sa mère .,Ma voisine a raconté que les inscriptions sur les portes ont énervé sa mère .,Ma voisine a raconté que les inscriptions sur la porte ont énervé sa mère .,Ma voisine a raconté que les inscriptions et les portes ont énervé sa mère .,Ma voisine a raconté que les inscriptions sur les portes sur les portes ont énervé sa mère .,Ma voisine a raconté que les inscriptions sur les portes a énervé sa mère .,False,True,False,False,False,False,N1_alter,True,N2_alter,coordination,mis_num,agreement_error
72,Le journal a mentionné que le dépliant sur l'enjeu de la communauté a beaucoup intéressé .,Le journal a mentionné que les dépliants sur l'enjeu de la communauté ont beaucoup intéressé .,Le journal a mentionné que le dépliant sur les enjeux de la communauté a beaucoup intéressé .,Le journal a mentionné que les dépliants sur les enjeux de la communauté ont beaucoup intéressé .,Le journal a mentionné que le dépliant sur l'enjeu a beaucoup intéressé .,Le journal a mentionné que les dépliants sur l'enjeu ont beaucoup intéressé .,Le journal a mentionné que le dépliant sur les enjeux a beaucoup intéressé .,Le journal a mentionné que les dépliants sur les enjeux sur les enjeux ont beaucoup intéressé .,Le journal a mentionné que les dépliants et les enjeux ont beaucoup intéressé .,Le journal a mentionné que les dépliants sur l'enjeu ont beaucoup intéressé .,Le journal a mentionné que les dépliants sur les enjeux ont beaucoup intéressé .,Le journal a mentionné que les dépliants sur les enjeux a beaucoup intéressé .,Le journal a mentionné que le dépliant sur les enjeux ont beaucoup intéressé .,False,False,False,True,False,False,mis_num,coordination,N2_alter,True,agreement_error,N1_alter
73,Ma cousine m'a dit que la ligne sur le bord de la route a disparu .,Ma cousine m'a dit que les lignes sur le bord de la route ont disparu .,Ma cousine m'a dit que la ligne sur les bords de la route a disparu .,Ma cousine m'a dit que les lignes sur les bords de la route ont disparu .,Ma cousine m'a dit que la ligne sur le bord a disparu .,Ma cousine m'a dit que les lignes sur le bord ont disparu .,Ma cousine m'a dit que la ligne sur les bords a disparu .,Ma cousine m'a dit que les lignes sur les bords a disparu .,Ma cousine m'a dit que les lignes sur les bords sur les bords ont disparu .,Ma cousine m'a dit que les lignes sur le bord ont disparu .,Ma cousine m'a dit que les lignes et les bords ont disparu .,Ma cousine m'a dit que les lignes sur les bords ont disparu .,Ma cousine m'a dit que la ligne sur les bords ont disparu .,False,False,False,False,True,False,agreement_error,mis_num,N2_alter,coordination,True,N1_alter
74,Julie a réalisé que la nappe sur la table du banquet brille au soleil .,Julie a réalisé que les nappes sur la table du banquet brillent au soleil .,Julie a réalisé que la nappe sur les tables du banquet brille au soleil .,Julie a réalisé que les nappes sur les tables du banquet brillent au soleil .,Julie a réalisé que la nappe sur la table brille au soleil .,Julie a réalisé que les nappes sur la table brillent au soleil .,Julie a réalisé que la nappe sur les tables brille au soleil .,Julie a réalisé que les nappes sur les tables brille au soleil .,Julie a réalisé que les nappes sur les tables sur les tables brillent au soleil .,Julie a réalisé que les nappes sur les tables brillent au soleil .,Julie a réalisé que les nappes et les tables brillent au soleil .,Julie a réalisé que la nappe sur les tables brillent au soleil .,Julie a réalisé que les nappes sur la table brillent au soleil .,False,False,True,False,False,False,agreement_error,mis_num,True,coordination,N1_alter,N2_alter
75,Le médecin constate que le récit de la souffrance dans l'hôpital touche les participants .,Le médecin constate que les récits de la souffrance dans l'hôpital touchent les participants .,Le médecin constate que le récit de les souffrances dans l'hôpital touche les participants .,Le médecin constate que les récits de les souffrances dans l'hôpital touchent les participants .,Le médecin constate que le récit de la souffrance touche les participants .,Le médecin constate que les récits de la souffrance touchent les participants .,Le médecin constate que le récit de les souffrances touche les participants .,Le médecin constate que les récits de la souffrance touchent les participants .,Le médecin constate que les récits de les souffrances de les souffrances touchent les participants .,Le médecin constate que les récits de les souffrances touche les participants .,Le médecin constate que les récits et les souffrances touchent les participants .,Le médecin constate que les récits de les souffrances touchent les participants .,Le médecin constate que le récit de les souffrances touchent les participants .,False,False,False,False,True,False,N2_alter,mis_num,agreement_error,coordination,True,N1_alter
76,Ma nièce réalise que la visite au palais de l'artisanat approche .,Ma nièce réalise que les visites au palais de l'artisanat approchent .,Ma nièce réalise que la visite aux palais de l'artisanat approche .,Ma nièce réalise que les visites aux palais de l'artisanat approchent .,Ma nièce réalise que la visite au palais approche .,Ma nièce réalise que les visites au palais approchent .,Ma nièce réalise que la visite aux palais approche .,Ma nièce réalise que les visites aux palais aux palais approchent .,Ma nièce réalise que les visites aux palais approchent .,Ma nièce réalise que les visites aux palais approche .,Ma nièce réalise que la visite aux palais approchent .,Ma nièce réalise que les visites au palais approchent .,Ma nièce réalise que les visites et les palais approchent .,False,True,False,False,False,False,mis_num,True,agreement_error,N1_alter,N2_alter,coordination
77,Le président trouve que la menace de la réforme dans l'école inquiète les médecins .,Le président trouve que les menaces de la réforme dans l'école inquiètent les médecins .,Le président trouve que la menace de les réformes dans l'école inquiète les médecins .,Le président trouve que les menaces de les réformes dans l'école inquiètent les médecins .,Le président trouve que la menace de la réforme inquiète les médecins .,Le président trouve que les menaces de la réforme inquiètent les médecins .,Le président trouve que la menace de les réformes inquiète les médecins .,Le président trouve que les menaces de les réformes inquiète les médecins .,Le président trouve que les menaces et les réformes inquiètent les médecins .,Le président trouve que les menaces de les réformes de les réformes inquiètent les médecins .,Le président trouve que les menaces de la réforme inquiètent les médecins .,Le président trouve que la menace de les réformes inquiètent les médecins .,Le président trouve que les menaces de les réformes inquiètent les médecins .,False,False,False,False,False,True,agreement_error,coordination,mis_num,N2_alter,N1_alter,True
78,La police a dit que l'hélicoptere pour le vol au-dessus du canyon s'écrase .,La police a dit que les hélicopteres pour le vol au-dessus du canyon s’écrasent .,La police a dit que l'hélicoptere pour les vols au-dessus du canyon s'écrase .,La police a dit que les hélicopteres pour les vols au-dessus du canyon s’écrasent .,La police a dit que l'hélicoptere pour le vol s'écrase .,La police a dit que les hélicopteres pour le vol s’écrasent .,La police a dit que l'hélicoptere pour les vols s'écrase .,La police a dit que les hélicopteres et les vols s’écrasent .,La police a dit que l'hélicoptere pour les vols s’écrasent .,La police a dit que les hélicopteres pour les vols s’écrasent .,La police a dit que les hélicopteres pour les vols s'écrase .,La police a dit que les hélicopteres pour le vol s’écrasent .,La police a dit que les hélicopteres pour les vols pour les vols s’écrasent .,False,False,True,False,False,False,coordination,N1_alter,True,agreement_error,N2_alter,mis_num
79,Mon ami a remarqué que la soirée dans l'appartement du sous-sol a gêné les voisins .,Mon ami a remarqué que les soirées dans l'appartement du sous-sol ont gêné les voisins .,Mon ami a remarqué que la soirée dans les appartements du sous-sol a gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements du sous-sol ont gêné les voisins .,Mon ami a remarqué que la soirée dans l'appartement a gêné les voisins .,Mon ami a remarqué que les soirées dans l'appartement ont gêné les voisins .,Mon ami a remarqué que la soirée dans les appartements a gêné les voisins .,Mon ami a remarqué que les soirées dans l'appartement ont gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements ont gêné les voisins .,Mon ami a remarqué que la soirée dans les appartements ont gêné les voisins .,Mon ami a remarqué que les soirées et les appartements ont gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements a gêné les voisins .,Mon ami a remarqué que les soirées dans les appartements dans les appartements ont gêné les voisins .,False,True,False,False,False,False,N2_alter,True,N1_alter,coordination,agreement_error,mis_num
80,Les spectateurs ont appris que le producteur du film sur l'artiste a gagné la palme d’or .,Les spectateurs ont appris que les producteurs du film sur l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que le producteur des films sur l'artiste a gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films sur l'artiste ont gagné la palme d’or .,Les spectateurs ont appris que le producteur du film a gagné la palme d’or .,Les spectateurs ont appris que les producteurs du film ont gagné la palme d’or .,Les spectateurs ont appris que le producteur des films a gagné la palme d’or .,Les spectateurs ont appris que le producteur des films ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs et les films ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films a gagné la palme d’or .,Les spectateurs ont appris que les producteurs du film ont gagné la palme d’or .,Les spectateurs ont appris que les producteurs des films des films ont gagné la palme d’or .,False,False,True,False,False,False,N1_alter,coordination,True,agreement_error,N2_alter,mis_num
81,Mes enfants m'ont dit que le chat sur le toit du voisin miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur le toit du voisin miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur les toits du voisin miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits du voisin miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur le toit miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur le toit miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur les toits miaule depuis hier soir .,Mes enfants m'ont dit que les chats et les toits miaulent depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits miaule depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits miaulent depuis hier soir .,Mes enfants m'ont dit que les chats sur le toit miaulent depuis hier soir .,Mes enfants m'ont dit que les chats sur les toits sur les toits miaulent depuis hier soir .,Mes enfants m'ont dit que le chat sur les toits miaulent depuis hier soir .,False,False,True,False,False,False,coordination,agreement_error,True,N2_alter,mis_num,N1_alter
82,Mes parents remarquent que le chien sur le coussin du bébé s'endormait .,Mes parents remarquent que les chiens sur le coussin du bébé s’endormaient .,Mes parents remarquent que le chien sur les coussins du bébé s'endormait .,Mes parents remarquent que les chiens sur les coussins du bébé s’endormaient .,Mes parents remarquent que le chien sur le coussin s'endormait .,Mes parents remarquent que les chiens sur le coussin s’endormaient .,Mes parents remarquent que le chien sur les coussins s'endormait .,Mes parents remarquent que le chien sur les coussins s’endormaient .,Mes parents remarquent que les chiens sur le coussin s’endormaient .,Mes parents remarquent que les chiens sur les coussins s’endormaient .,Mes parents remarquent que les chiens sur les coussins sur les coussins s’endormaient .,Mes parents remarquent que les chiens sur les coussins s'endormait .,Mes parents remarquent que les chiens et les coussins s’endormaient .,False,False,True,False,False,False,N1_alter,N2_alter,True,mis_num,agreement_error,coordination
83,Les collègues ont vu que le gréviste sur l'escalier du patron bloquait la porte .,Les collègues ont vu que les grévistes sur l'escalier du patron bloquaient la porte .,Les collègues ont vu que le gréviste sur les escaliers du patron bloquait la porte .,Les collègues ont vu que les grévistes sur les escaliers du patron bloquaient la porte .,Les collègues ont vu que le gréviste sur l'escalier bloquait la porte .,Les collègues ont vu que les grévistes sur l'escalier bloquaient la porte .,Les collègues ont vu que le gréviste sur les escaliers bloquait la porte .,Les collègues ont vu que les grévistes sur les escaliers bloquait la porte .,Les collègues ont vu que le gréviste sur les escaliers bloquaient la porte .,Les collègues ont vu que les grévistes et les escaliers bloquaient la porte .,Les collègues ont vu que les grévistes sur l'escalier bloquaient la porte .,Les collègues ont vu que les grévistes sur les escaliers sur les escaliers bloquaient la porte .,Les collègues ont vu que les grévistes sur les escaliers bloquaient la porte .,False,False,False,False,False,True,agreement_error,N1_alter,coordination,N2_alter,mis_num,True
84,Les administrateurs ont constaté que l'architecte du château du millionnaire a perdu les plans .,Les administrateurs ont constaté que les architectes du château du millionnaire ont perdu les plans .,Les administrateurs ont constaté que l'architecte des châteaux du millionnaire a perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux du millionnaire ont perdu les plans .,Les administrateurs ont constaté que l'architecte du château a perdu les plans .,Les administrateurs ont constaté que les architectes du château ont perdu les plans .,Les administrateurs ont constaté que l'architecte des châteaux a perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux des châteaux ont perdu les plans .,Les administrateurs ont constaté que les architectes et les châteaux ont perdu les plans .,Les administrateurs ont constaté que les architectes du château ont perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux a perdu les plans .,Les administrateurs ont constaté que les architectes des châteaux ont perdu les plans .,Les administrateurs ont constaté que l'architecte des châteaux ont perdu les plans .,False,False,False,False,True,False,mis_num,coordination,N2_alter,agreement_error,True,N1_alter
85,Les journalistes ont rapporté que la victime du mensonge du policier a porté plainte .,Les journalistes ont rapporté que les victimes du mensonge du policier ont porté plainte .,Les journalistes ont rapporté que la victime des mensonges du policier a porté plainte .,Les journalistes ont rapporté que les victimes des mensonges du policier ont porté plainte .,Les journalistes ont rapporté que la victime du mensonge a porté plainte .,Les journalistes ont rapporté que les victimes du mensonge ont porté plainte .,Les journalistes ont rapporté que la victime des mensonges a porté plainte .,Les journalistes ont rapporté que les victimes des mensonges ont porté plainte .,Les journalistes ont rapporté que la victime des mensonges ont porté plainte .,Les journalistes ont rapporté que les victimes du mensonge ont porté plainte .,Les journalistes ont rapporté que les victimes des mensonges a porté plainte .,Les journalistes ont rapporté que les victimes et les mensonges ont porté plainte .,Les journalistes ont rapporté que les victimes des mensonges des mensonges ont porté plainte .,True,False,False,False,False,False,True,N1_alter,N2_alter,agreement_error,coordination,mis_num
86,Les villageois ont trouvé que le voleur de la voiture du garagiste a fait une embardée .,Les villageois ont trouvé que les voleurs de la voiture du garagiste ont fait une embardée .,Les villageois ont trouvé que le voleur des voitures du garagiste a fait une embardée .,Les villageois ont trouvé que les voleurs des voitures du garagiste ont fait une embardée .,Les villageois ont trouvé que le voleur de la voiture a fait une embardée .,Les villageois ont trouvé que les voleurs de la voiture ont fait une embardée .,Les villageois ont trouvé que le voleur des voitures a fait une embardée .,Les villageois ont trouvé que les voleurs de la voiture ont fait une embardée .,Les villageois ont trouvé que les voleurs et les voitures ont fait une embardée .,Les villageois ont trouvé que les voleurs des voitures a fait une embardée .,Les villageois ont trouvé que les voleurs des voitures ont fait une embardée .,Les villageois ont trouvé que le voleur des voitures ont fait une embardée .,Les villageois ont trouvé que les voleurs des voitures des voitures ont fait une embardée .,False,False,False,True,False,False,N2_alter,coordination,agreement_error,True,N1_alter,mis_num
87,Les étudiants apprennent que le responsable du droit de l'immigré va démissionner .,Les étudiants apprennent que les responsables du droit de l'immigré vont démissionner .,Les étudiants apprennent que le responsable des droits de l'immigré va démissionner .,Les étudiants apprennent que les responsables des droits de l'immigré vont démissionner .,Les étudiants apprennent que le responsable du droit va démissionner .,Les étudiants apprennent que les responsables du droit vont démissionner .,Les étudiants apprennent que le responsable des droits va démissionner .,Les étudiants apprennent que les responsables des droits vont démissionner .,Les étudiants apprennent que les responsables des droits des droits vont démissionner .,Les étudiants apprennent que les responsables des droits va démissionner .,Les étudiants apprennent que les responsables du droit vont démissionner .,Les étudiants apprennent que les responsables et les droits vont démissionner .,Les étudiants apprennent que le responsable des droits vont démissionner .,True,False,False,False,False,False,True,mis_num,agreement_error,N2_alter,coordination,N1_alter
88,Les enfants disent que le gamin du clochard près de la poubelle pleure .,Les enfants disent que les gamins du clochard près de la poubelle pleurent .,Les enfants disent que le gamin des clochards près de la poubelle pleure .,Les enfants disent que les gamins des clochards près de la poubelle pleurent .,Les enfants disent que le gamin du clochard pleure .,Les enfants disent que les gamins du clochard pleurent .,Les enfants disent que le gamin des clochards pleure .,Les enfants disent que les gamins des clochards pleurent .,Les enfants disent que les gamins des clochards des clochards pleurent .,Les enfants disent que les gamins et les clochards pleurent .,Les enfants disent que les gamins du clochard pleurent .,Les enfants disent que le gamin des clochards pleurent .,Les enfants disent que les gamins des clochards pleure .,True,False,False,False,False,False,True,mis_num,coordination,N2_alter,N1_alter,agreement_error
89,Les procureurs pensent que l'avocat de l'assassin du village va revenir .,Les procureurs pensent que les avocats de l'assassin du village vont revenir .,Les procureurs pensent que l'avocat des assassins du village va revenir .,Les procureurs pensent que les avocats des assassins du village vont revenir .,Les procureurs pensent que l'avocat de l'assassin va revenir .,Les procureurs pensent que les avocats de l'assassin vont revenir .,Les procureurs pensent que l'avocat des assassins va revenir .,Les procureurs pensent que les avocats des assassins des assassins vont revenir .,Les procureurs pensent que les avocats et les assassins vont revenir .,Les procureurs pensent que les avocats des assassins va revenir .,Les procureurs pensent que les avocats des assassins vont revenir .,Les procureurs pensent que les avocats de l'assassin vont revenir .,Les procureurs pensent que l'avocat des assassins vont revenir .,False,False,False,True,False,False,mis_num,coordination,agreement_error,True,N2_alter,N1_alter
90,Les éleveurs ont dit que le cochon du laboureur du champs se vautrait dans la mare .,Les éleveurs ont dit que les cochons du laboureur du champs se vautraient dans la mare .,Les éleveurs ont dit que le cochon des laboureurs du champs se vautrait dans la mare .,Les éleveurs ont dit que les cochons des laboureurs du champs se vautraient dans la mare .,Les éleveurs ont dit que le cochon du laboureur se vautrait dans la mare .,Les éleveurs ont dit que les cochons du laboureur se vautraient dans la mare .,Les éleveurs ont dit que le cochon des laboureurs se vautrait dans la mare .,Les éleveurs ont dit que les cochons et les laboureurs se vautraient dans la mare .,Les éleveurs ont dit que les cochons des laboureurs se vautrait dans la mare .,Les éleveurs ont dit que le cochon des laboureurs se vautraient dans la mare .,Les éleveurs ont dit que les cochons du laboureur se vautraient dans la mare .,Les éleveurs ont dit que les cochons des laboureurs des laboureurs se vautraient dans la mare .,Les éleveurs ont dit que les cochons des laboureurs se vautraient dans la mare .,False,False,False,False,False,True,coordination,agreement_error,N1_alter,N2_alter,mis_num,True
