,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
37,L’étude sur l’effet que l’auteur finance apparaîtra bientôt .,Les études sur l’effet que l’auteur finance apparaîtront bientôt .,L’étude sur les effet que l’auteur finance apparaîtra bientôt .,Les études sur les effet que l’auteur finance apparaîtront bientôt .,L’étude sur l’effet des drogues que l’auteur finance apparaîtra bientôt .,Les études sur l’effet des drogues que l’auteur finance apparaîtront bientôt .,L’étude sur les effet des drogues que l’auteur finance apparaîtra bientôt .,Les études sur les effet des drogues que l’auteur finance apparaîtra bientôt .,Les études sur l’effet des drogues que l’auteur finance apparaîtront bientôt .,Les études sur les effet des drogues que l’auteur finance apparaîtront bientôt .,Les études sur les effet des drogues des régions que l’auteur finance apparaîtront bientôt .,Les études sur les effet et les drogues que l’auteur finance apparaîtront bientôt .,L’étude sur les effet des drogues que l’auteur finance apparaîtront bientôt .,False,False,True,False,False,False,agreement_error,N2_alter,True,mis_num,coordination,N1_alter
38,La théorie sur le chant dont l’article parle divise les chercheurs .,Les théories sur le chant dont l’article parle divisent les chercheurs .,La théorie sur les chants dont l’article parle divise les chercheurs .,Les théories sur les chants dont l’article parle divisent les chercheurs .,La théorie sur le chant des canaris dont l’article parle divise les chercheurs .,Les théories sur le chant des canaris dont l’article parle divisent les chercheurs .,La théorie sur les chants des canaris dont l’article parle divise les chercheurs .,Les théories sur les chants et les canaris dont l’article parle divisent les chercheurs .,Les théories sur le chant des canaris dont l’article parle divisent les chercheurs .,Les théories sur les chants des canaris dont l’article parle divisent les chercheurs .,Les théories sur les chants des canaris dont l’article parle divise les chercheurs .,La théorie sur les chants des canaris dont l’article parle divisent les chercheurs .,Les théories sur les chants des canaris des montagnes dont l’article parle divisent les chercheurs .,False,False,True,False,False,False,coordination,N2_alter,True,agreement_error,N1_alter,mis_num
39,L’inscription sur la porte que ma voisine appréciait a énervé sa mère .,Les inscriptions sur la porte que ma voisine appréciait ont énervé sa mère .,L’inscription sur les portes que ma voisine appréciait a énervé sa mère .,Les inscriptions sur les portes que ma voisine appréciait ont énervé sa mère .,L’inscription sur la porte des chambres que ma voisine appréciait a énervé sa mère .,Les inscriptions sur la porte des chambres que ma voisine appréciait ont énervé sa mère .,L’inscription sur les portes des chambres que ma voisine appréciait a énervé sa mère .,Les inscriptions sur les portes des chambres que ma voisine appréciait ont énervé sa mère .,Les inscriptions sur les portes des chambres des filles que ma voisine appréciait ont énervé sa mère .,Les inscriptions sur les portes et les chambres que ma voisine appréciait ont énervé sa mère .,Les inscriptions sur les portes des chambres que ma voisine appréciait a énervé sa mère .,Les inscriptions sur la porte des chambres que ma voisine appréciait ont énervé sa mère .,L’inscription sur les portes des chambres que ma voisine appréciait ont énervé sa mère .,True,False,False,False,False,False,True,mis_num,coordination,agreement_error,N2_alter,N1_alter
40,Le dépliant sur l’enjeu que le journal mentionnait a beaucoup intéressé .,Les dépliants sur l’enjeu que le journal mentionnait ont beaucoup intéressé .,Le dépliant sur les enjeux que le journal mentionnait a beaucoup intéressé .,Les dépliants sur les enjeux que le journal mentionnait ont beaucoup intéressé .,Le dépliant sur l’enjeu des communautés que le journal mentionnait a beaucoup intéressé .,Les dépliants sur l’enjeu des communautés que le journal mentionnait ont beaucoup intéressé .,Le dépliant sur les enjeux des communautés que le journal mentionnait a beaucoup intéressé .,Les dépliants sur les enjeux des communautés des campagnes que le journal mentionnait ont beaucoup intéressé .,Les dépliants sur les enjeux des communautés que le journal mentionnait ont beaucoup intéressé .,Les dépliants sur les enjeux des communautés que le journal mentionnait a beaucoup intéressé .,Les dépliants sur les enjeux et les communautés que le journal mentionnait ont beaucoup intéressé .,Les dépliants sur l’enjeu des communautés que le journal mentionnait ont beaucoup intéressé .,Le dépliant sur les enjeux des communautés que le journal mentionnait ont beaucoup intéressé .,False,True,False,False,False,False,mis_num,True,agreement_error,coordination,N2_alter,N1_alter
41,La ligne sur le bord que ma cousine remarquait a disparu .,Les lignes sur le bord que ma cousine remarquait ont disparu .,La ligne sur les bords que ma cousine remarquait a disparu .,Les lignes sur les bords que ma cousine remarquait ont disparu .,La ligne sur le bord des routes que ma cousine remarquait a disparu .,Les lignes sur le bord des routes que ma cousine remarquait ont disparu .,La ligne sur les bords des routes que ma cousine remarquait a disparu .,Les lignes sur le bord des routes que ma cousine remarquait ont disparu .,Les lignes sur les bords des routes des régions que ma cousine remarquait ont disparu .,La ligne sur les bords des routes que ma cousine remarquait ont disparu .,Les lignes sur les bords et les routes que ma cousine remarquait ont disparu .,Les lignes sur les bords des routes que ma cousine remarquait a disparu .,Les lignes sur les bords des routes que ma cousine remarquait ont disparu .,False,False,False,False,False,True,N2_alter,mis_num,N1_alter,coordination,agreement_error,True
42,La nappe sur la table que la mère nettoyait souvent brille au soleil .,Les nappes sur la table que la mère nettoyait souvent brillent au soleil .,La nappe sur les tables que la mère nettoyait souvent brille au soleil .,Les nappes sur les tables que la mère nettoyait souvent brillent au soleil .,La nappe sur la table des banquets que la mère nettoyait souvent brille au soleil .,Les nappes sur la table des banquets que la mère nettoyait souvent brillent au soleil .,La nappe sur les tables des banquets que la mère nettoyait souvent brille au soleil .,Les nappes sur les tables des banquets que la mère nettoyait souvent brille au soleil .,Les nappes sur les tables des banquets des grand-mères que la mère nettoyait souvent brillent au soleil .,Les nappes sur les tables des banquets que la mère nettoyait souvent brillent au soleil .,Les nappes sur les tables et les banquets que la mère nettoyait souvent brillent au soleil .,La nappe sur les tables des banquets que la mère nettoyait souvent brillent au soleil .,Les nappes sur la table des banquets que la mère nettoyait souvent brillent au soleil .,False,False,True,False,False,False,agreement_error,mis_num,True,coordination,N1_alter,N2_alter
43,Le récit de la souffrance que le médecin écoute touche les participants .,Les récits de la souffrance que le médecin écoute touchent les participants .,Le récit de les souffrances que le médecin écoute touche les participants .,Les récits de les souffrances que le médecin écoute touchent les participants .,Le récit de la souffrance dans les hôpitaux que le médecin écoute touche les participants .,Les récits de la souffrance dans les hôpitaux que le médecin écoute touchent les participants .,Le récit de les souffrances dans les hôpitaux que le médecin écoute touche les participants .,Les récits de les souffrances et les hôpitaux que le médecin écoute touchent les participants .,Les récits de les souffrances dans les hôpitaux que le médecin écoute touche les participants .,Les récits de les souffrances dans les hôpitaux des départements que le médecin écoute touchent les participants .,Les récits de les souffrances dans les hôpitaux que le médecin écoute touchent les participants .,Le récit de les souffrances dans les hôpitaux que le médecin écoute touchent les participants .,Les récits de la souffrance dans les hôpitaux que le médecin écoute touchent les participants .,False,False,False,True,False,False,coordination,agreement_error,mis_num,True,N1_alter,N2_alter
44,La visite au palais dont ma nièce m’avait parlé approche .,Les visites au palais dont ma nièce m’avait parlé approchent .,La visite aux palais dont ma nièce m’avait parlé approche .,Les visites aux palais dont ma nièce m’avait parlé approchent .,La visite au palais des artisanats dont ma nièce m’avait parlé approche .,Les visites au palais des artisanats dont ma nièce m’avait parlé approchent .,La visite aux palais des artisanats dont ma nièce m’avait parlé approche .,Les visites aux palais des artisanats dont ma nièce m’avait parlé approchent .,Les visites aux palais des artisanats dont ma nièce m’avait parlé approche .,Les visites aux palais et les artisanats dont ma nièce m’avait parlé approchent .,Les visites au palais des artisanats dont ma nièce m’avait parlé approchent .,La visite aux palais des artisanats dont ma nièce m’avait parlé approchent .,Les visites aux palais des artisanats des milieux ruraux dont ma nièce m’avait parlé approchent .,True,False,False,False,False,False,True,agreement_error,coordination,N2_alter,N1_alter,mis_num
45,La menace de la réforme dont le président a parlé inquiète les médecins .,Les menaces de la réforme dont le président a parlé inquiètent les médecins .,La menace de les réformes dont le président a parlé inquiète les médecins .,Les menaces de les réformes dont le président a parlé inquiètent les médecins .,La menace de la réforme dans les écoles dont le président a parlé inquiète les médecins .,Les menaces de la réforme dans les écoles dont le président a parlé inquiètent les médecins .,La menace de les réformes dans les écoles dont le président a parlé inquiète les médecins .,Les menaces de les réformes et les écoles dont le président a parlé inquiètent les médecins .,Les menaces de les réformes dans les écoles dont le président a parlé inquiètent les médecins .,Les menaces de la réforme dans les écoles dont le président a parlé inquiètent les médecins .,La menace de les réformes dans les écoles dont le président a parlé inquiètent les médecins .,Les menaces de les réformes dans les écoles dont le président a parlé inquiète les médecins .,Les menaces de les réformes dans les écoles dans les secteurs médicaux dont le président a parlé inquiètent les médecins .,False,True,False,False,False,False,coordination,True,N2_alter,N1_alter,agreement_error,mis_num
46,L’hélicoptere pour le vol que la police cherche s’écrase .,Les hélicopteres pour le vol que la police cherche s’écrasent .,L’hélicoptere pour les vols que la police cherche s’écrase .,Les hélicopteres pour les vols que la police cherche s’écrasent .,L’hélicoptere pour le vol au-dessus des canyon que la police cherche s’écrase .,Les hélicopteres pour le vol au-dessus des canyon que la police cherche s’écrasent .,L’hélicoptere pour les vols au-dessus des canyon que la police cherche s’écrase .,Les hélicopteres pour les vols et des canyon que la police cherche s’écrasent .,Les hélicopteres pour le vol au-dessus des canyon que la police cherche s’écrasent .,L’hélicoptere pour les vols au-dessus des canyon que la police cherche s’écrasent .,Les hélicopteres pour les vols au-dessus des canyon dans les réserves indiennes que la police cherche s’écrasent .,Les hélicopteres pour les vols au-dessus des canyon que la police cherche s’écrasent .,Les hélicopteres pour les vols au-dessus des canyon que la police cherche s’écrase .,False,False,False,False,True,False,coordination,N2_alter,N1_alter,mis_num,True,agreement_error
47,La soirée dans l’appartement dont mon ami m’avait informé a gêné les voisins .,Les soirées dans l’appartement dont mon ami m’avait informé ont gêné les voisins .,La soirée dans les appartements dont mon ami m’avait informé a gêné les voisins .,Les soirées dans les appartements dont mon ami m’avait informé ont gêné les voisins .,La soirée dans l’appartement des sous-sols dont mon ami m’avait informé a gêné les voisins .,Les soirées dans l’appartement des sous-sols dont mon ami m’avait informé ont gêné les voisins .,La soirée dans les appartements des sous-sols dont mon ami m’avait informé a gêné les voisins .,Les soirées dans les appartements et les sous-sols dont mon ami m’avait informé ont gêné les voisins .,La soirée dans les appartements des sous-sols dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans l’appartement des sous-sols dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans les appartements des sous-sols de mes filles dont mon ami m’avait informé ont gêné les voisins .,Les soirées dans les appartements des sous-sols dont mon ami m’avait informé a gêné les voisins .,Les soirées dans les appartements des sous-sols dont mon ami m’avait informé ont gêné les voisins .,False,False,False,False,False,True,coordination,N1_alter,N2_alter,mis_num,agreement_error,True
48,Le producteur du film que les spectateurs admirent a gagné la palme d’or .,Les producteurs du film que les spectateurs admirent ont gagné la palme d’or .,Le producteur des films que les spectateurs admirent a gagné la palme d’or .,Les producteurs des films que les spectateurs admirent ont gagné la palme d’or .,Le producteur du film sur les artistes que les spectateurs admirent a gagné la palme d’or .,Les producteurs du film sur les artistes que les spectateurs admirent ont gagné la palme d’or .,Le producteur des films sur les artistes que les spectateurs admirent a gagné la palme d’or .,Les producteurs des films et les artistes que les spectateurs admirent ont gagné la palme d’or .,Les producteurs du film sur les artistes que les spectateurs admirent ont gagné la palme d’or .,Le producteur des films sur les artistes que les spectateurs admirent ont gagné la palme d’or .,Les producteurs des films sur les artistes que les spectateurs admirent a gagné la palme d’or .,Les producteurs des films sur les artistes des centre-ville que les spectateurs admirent ont gagné la palme d’or .,Les producteurs des films sur les artistes que les spectateurs admirent ont gagné la palme d’or .,False,False,False,False,False,True,coordination,N2_alter,N1_alter,agreement_error,mis_num,True
49,Le chat sur le toit dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur le toit dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur les toits dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur les toits dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur le toit des voisins dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur le toit des voisins dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur les toits des voisins dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur le toit des voisins dont mes enfants ont rêvé miaulent depuis hier soir .,Les chats sur les toits des voisins dont mes enfants ont rêvé miaule depuis hier soir .,Les chats sur les toits et les voisins dont mes enfants ont rêvé miaulent depuis hier soir .,Les chats sur les toits des voisins de mes frères dont mes enfants ont rêvé miaulent depuis hier soir .,Le chat sur les toits des voisins dont mes enfants ont rêvé miaulent depuis hier soir .,Les chats sur les toits des voisins dont mes enfants ont rêvé miaulent depuis hier soir .,False,False,False,False,False,True,N2_alter,agreement_error,coordination,mis_num,N1_alter,True
50,Le chien sur le coussin que mes parents observaient s’endormait .,Les chiens sur le coussin que mes parents observaient s’endormaient .,Le chien sur les coussins que mes parents observaient s’endormait .,Les chiens sur les coussins que mes parents observaient s’endormaient .,Le chien sur le coussin des bébés que mes parents observaient s’endormait .,Les chiens sur le coussin des bébés que mes parents observaient s’endormaient .,Le chien sur les coussins des bébés que mes parents observaient s’endormait .,Les chiens sur les coussins des bébés de mes cousines que mes parents observaient s’endormaient .,Les chiens sur les coussins des bébés que mes parents observaient s’endormaient .,Les chiens sur les coussins des bébés que mes parents observaient s’endormait .,Le chien sur les coussins des bébés que mes parents observaient s’endormaient .,Les chiens sur les coussins et les bébés que mes parents observaient s’endormaient .,Les chiens sur le coussin des bébés que mes parents observaient s’endormaient .,False,True,False,False,False,False,mis_num,True,agreement_error,N1_alter,coordination,N2_alter
51,Le gréviste sur l’escalier dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur l’escalier dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur les escaliers dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur les escaliers dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur l’escalier des patrons dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur l’escalier des patrons dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur les escaliers des patrons dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur les escaliers et les patrons dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur les escaliers des patrons des entreprises dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur l’escalier des patrons dont les collègues s’inquiétaient bloquaient la porte .,Le gréviste sur les escaliers des patrons dont les collègues s’inquiétaient bloquaient la porte .,Les grévistes sur les escaliers des patrons dont les collègues s’inquiétaient bloquait la porte .,Les grévistes sur les escaliers des patrons dont les collègues s’inquiétaient bloquaient la porte .,False,False,False,False,False,True,coordination,mis_num,N2_alter,N1_alter,agreement_error,True
52,L’architecte du château que les administrateurs connaissaient a perdu les plans .,Les architectes du château que les administrateurs connaissaient ont perdu les plans .,L’architecte des châteaux que les administrateurs connaissaient a perdu les plans .,Les architectes des châteaux que les administrateurs connaissaient ont perdu les plans .,L’architecte du château des millionnaires que les administrateurs connaissaient a perdu les plans .,Les architectes du château des millionnaires que les administrateurs connaissaient ont perdu les plans .,L’architecte des châteaux des millionnaires que les administrateurs connaissaient a perdu les plans .,L’architecte des châteaux des millionnaires que les administrateurs connaissaient ont perdu les plans .,Les architectes du château des millionnaires que les administrateurs connaissaient ont perdu les plans .,Les architectes des châteaux des millionnaires que les administrateurs connaissaient a perdu les plans .,Les architectes des châteaux et les millionnaires que les administrateurs connaissaient ont perdu les plans .,Les architectes des châteaux des millionnaires que les administrateurs connaissaient ont perdu les plans .,Les architectes des châteaux des millionnaires dans les îles que les administrateurs connaissaient ont perdu les plans .,False,False,False,False,True,False,N1_alter,N2_alter,agreement_error,coordination,True,mis_num
53,La victime du mensonge dont les journalistes témoignaient a porté plainte .,Les victimes du mensonge dont les journalistes témoignaient ont porté plainte .,La victime des mensonges dont les journalistes témoignaient a porté plainte .,Les victimes des mensonges dont les journalistes témoignaient ont porté plainte .,La victime du mensonge des policiers dont les journalistes témoignaient a porté plainte .,Les victimes du mensonge des policiers dont les journalistes témoignaient ont porté plainte .,La victime des mensonges des policiers dont les journalistes témoignaient a porté plainte .,Les victimes des mensonges des policiers dont les journalistes témoignaient a porté plainte .,Les victimes des mensonges des policiers dont les journalistes témoignaient ont porté plainte .,Les victimes des mensonges des policiers des commissariats dont les journalistes témoignaient ont porté plainte .,Les victimes des mensonges et les policiers dont les journalistes témoignaient ont porté plainte .,La victime des mensonges des policiers dont les journalistes témoignaient ont porté plainte .,Les victimes du mensonge des policiers dont les journalistes témoignaient ont porté plainte .,False,True,False,False,False,False,agreement_error,True,mis_num,coordination,N1_alter,N2_alter
54,Le voleur de la voiture que les villageois recherchaient a fait une embardée .,Les voleurs de la voiture que les villageois recherchaient ont fait une embardée .,Le voleur des voitures que les villageois recherchaient a fait une embardée .,Les voleurs des voitures que les villageois recherchaient ont fait une embardée .,Le voleur de la voiture des garagistes que les villageois recherchaient a fait une embardée .,Les voleurs de la voiture des garagistes que les villageois recherchaient ont fait une embardée .,Le voleur des voitures des garagistes que les villageois recherchaient a fait une embardée .,Les voleurs des voitures des garagistes dans les banlieues que les villageois recherchaient ont fait une embardée .,Les voleurs des voitures des garagistes que les villageois recherchaient a fait une embardée .,Les voleurs des voitures des garagistes que les villageois recherchaient ont fait une embardée .,Les voleurs de la voiture des garagistes que les villageois recherchaient ont fait une embardée .,Le voleur des voitures des garagistes que les villageois recherchaient ont fait une embardée .,Les voleurs des voitures et les garagistes que les villageois recherchaient ont fait une embardée .,False,False,True,False,False,False,mis_num,agreement_error,True,N2_alter,N1_alter,coordination
55,Le responsable du droit que les étudiants connaissent va démissionner .,Les responsables du droit que les étudiants connaissent vont démissionner .,Le responsable des droits que les étudiants connaissent va démissionner .,Les responsables des droits que les étudiants connaissent vont démissionner .,Le responsable du droit des immigrés que les étudiants connaissent va démissionner .,Les responsables du droit des immigrés que les étudiants connaissent vont démissionner .,Le responsable des droits des immigrés que les étudiants connaissent va démissionner .,Les responsables du droit des immigrés que les étudiants connaissent vont démissionner .,Le responsable des droits des immigrés que les étudiants connaissent vont démissionner .,Les responsables des droits des immigrés que les étudiants connaissent vont démissionner .,Les responsables des droits des immigrés que les étudiants connaissent va démissionner .,Les responsables des droits des immigrés des ports que les étudiants connaissent vont démissionner .,Les responsables des droits et les immigrés que les étudiants connaissent vont démissionner .,False,False,True,False,False,False,N2_alter,N1_alter,True,agreement_error,mis_num,coordination
56,Le gamin du clochard que les enfants regardent pleure .,Les gamins du clochard que les enfants regardent pleurent .,Le gamin des clochards que les enfants regardent pleure .,Les gamins des clochards que les enfants regardent pleurent .,Le gamin du clochard près des poubelles que les enfants regardent pleure .,Les gamins du clochard près des poubelles que les enfants regardent pleurent .,Le gamin des clochards près des poubelles que les enfants regardent pleure .,Les gamins des clochards près des poubelles des voisins que les enfants regardent pleurent .,Le gamin des clochards près des poubelles que les enfants regardent pleurent .,Les gamins des clochards près des poubelles que les enfants regardent pleurent .,Les gamins des clochards près des poubelles que les enfants regardent pleure .,Les gamins du clochard près des poubelles que les enfants regardent pleurent .,Les gamins des clochards et des poubelles que les enfants regardent pleurent .,False,False,True,False,False,False,mis_num,N1_alter,True,agreement_error,N2_alter,coordination
57,L’avocat de l’assassin que les procureurs attendent va revenir .,Les avocats de l’assassin que les procureurs attendent vont revenir .,L’avocat des assassins que les procureurs attendent va revenir .,Les avocats des assassins que les procureurs attendent vont revenir .,L’avocat de l’assassin des villages que les procureurs attendent va revenir .,Les avocats de l’assassin des villages que les procureurs attendent vont revenir .,L’avocat des assassins des villages que les procureurs attendent va revenir .,Les avocats des assassins des villages près des lacs que les procureurs attendent vont revenir .,Les avocats des assassins des villages que les procureurs attendent va revenir .,L’avocat des assassins des villages que les procureurs attendent vont revenir .,Les avocats des assassins et les villages que les procureurs attendent vont revenir .,Les avocats de l’assassin des villages que les procureurs attendent vont revenir .,Les avocats des assassins des villages que les procureurs attendent vont revenir .,False,False,False,False,False,True,mis_num,agreement_error,N1_alter,coordination,N2_alter,True
58,Le cochon du laboureur que les éleveurs observaient se vautrait dans la mare .,Les cochons du laboureur que les éleveurs observaient se vautraient dans la mare .,Le cochon des laboureurs que les éleveurs observaient se vautrait dans la mare .,Les cochons des laboureurs que les éleveurs observaient se vautraient dans la mare .,Le cochon du laboureur des champs que les éleveurs observaient se vautrait dans la mare .,Les cochons du laboureur des champs que les éleveurs observaient se vautraient dans la mare .,Le cochon des laboureurs des champs que les éleveurs observaient se vautrait dans la mare .,Les cochons des laboureurs et les champs que les éleveurs observaient se vautraient dans la mare .,Les cochons des laboureurs des champs que les éleveurs observaient se vautrait dans la mare .,Les cochons du laboureur des champs que les éleveurs observaient se vautraient dans la mare .,Les cochons des laboureurs des champs des villes que les éleveurs observaient se vautraient dans la mare .,Les cochons des laboureurs des champs que les éleveurs observaient se vautraient dans la mare .,Le cochon des laboureurs des champs que les éleveurs observaient se vautraient dans la mare .,False,False,False,False,True,False,coordination,agreement_error,N2_alter,mis_num,True,N1_alter
59,La copine du propriétaire que mes cousins adoraient dormait sur la plage .,Les copines du propriétaire que mes cousins adoraient dormaient sur la plage .,La copine des propriétaires que mes cousins adoraient dormait sur la plage .,Les copines des propriétaires que mes cousins adoraient dormaient sur la plage .,La copine du propriétaire des villas que mes cousins adoraient dormait sur la plage .,Les copines du propriétaire des villas que mes cousins adoraient dormaient sur la plage .,La copine des propriétaires des villas que mes cousins adoraient dormait sur la plage .,La copine des propriétaires des villas que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires des villas que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires des villas de mes amis que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires et les villas que mes cousins adoraient dormaient sur la plage .,Les copines des propriétaires des villas que mes cousins adoraient dormait sur la plage .,Les copines du propriétaire des villas que mes cousins adoraient dormaient sur la plage .,False,True,False,False,False,False,N1_alter,True,mis_num,coordination,agreement_error,N2_alter
60,L’accompagnatrice du musicien que les voisins apprécient jouait merveilleusement .,Les accompagnatrices du musicien que les voisins apprécient jouaient merveilleusement .,L’accompagnatrice des musiciens que les voisins apprécient jouait merveilleusement .,Les accompagnatrices des musiciens que les voisins apprécient jouaient merveilleusement .,L’accompagnatrice du musicien des rues que les voisins apprécient jouait merveilleusement .,Les accompagnatrices du musicien des rues que les voisins apprécient jouaient merveilleusement .,L’accompagnatrice des musiciens des rues que les voisins apprécient jouait merveilleusement .,Les accompagnatrices des musiciens et les rues que les voisins apprécient jouaient merveilleusement .,Les accompagnatrices des musiciens des rues que les voisins apprécient jouaient merveilleusement .,Les accompagnatrices du musicien des rues que les voisins apprécient jouaient merveilleusement .,Les accompagnatrices des musiciens des rues des épiceries que les voisins apprécient jouaient merveilleusement .,L’accompagnatrice des musiciens des rues que les voisins apprécient jouaient merveilleusement .,Les accompagnatrices des musiciens des rues que les voisins apprécient jouait merveilleusement .,False,True,False,False,False,False,coordination,True,N2_alter,mis_num,N1_alter,agreement_error
61,Le professeur de mon cousin que mes amis connaissent ressemble à une star .,Les professeurs de mon cousin que mes amis connaissent ressemblent à une star .,Le professeur de mes cousins que mes amis connaissent ressemble à une star .,Les professeurs de mes cousins que mes amis connaissent ressemblent à une star .,Le professeur de mon cousin sur les photos que mes amis connaissent ressemble à une star .,Les professeurs de mon cousin sur les photos que mes amis connaissent ressemblent à une star .,Le professeur de mes cousins sur les photos que mes amis connaissent ressemble à une star .,Les professeurs de mes cousins sur les photos que mes amis connaissent ressemblent à une star .,Les professeurs de mon cousin sur les photos que mes amis connaissent ressemblent à une star .,Les professeurs de mes cousins sur les photos en-dessous des étagères que mes amis connaissent ressemblent à une star .,Les professeurs de mes cousins et les photos que mes amis connaissent ressemblent à une star .,Le professeur de mes cousins sur les photos que mes amis connaissent ressemblent à une star .,Les professeurs de mes cousins sur les photos que mes amis connaissent ressemble à une star .,True,False,False,False,False,False,True,N2_alter,mis_num,coordination,N1_alter,agreement_error
62,L’entraîneur du vainqueur que les collègues préfèrent va recevoir une grosse récompense .,Les entraîneurs du vainqueur que les collègues préfèrent vont recevoir une grosse récompense .,L’entraîneur des vainqueurs que les collègues préfèrent va recevoir une grosse récompense .,Les entraîneurs des vainqueurs que les collègues préfèrent vont recevoir une grosse récompense .,L’entraîneur du vainqueur des matchs que les collègues préfèrent va recevoir une grosse récompense .,Les entraîneurs du vainqueur des matchs que les collègues préfèrent vont recevoir une grosse récompense .,L’entraîneur des vainqueurs des matchs que les collègues préfèrent va recevoir une grosse récompense .,Les entraîneurs du vainqueur des matchs que les collègues préfèrent vont recevoir une grosse récompense .,Les entraîneurs des vainqueurs des matchs à éliminations directes que les collègues préfèrent vont recevoir une grosse récompense .,Les entraîneurs des vainqueurs des matchs que les collègues préfèrent va recevoir une grosse récompense .,Les entraîneurs des vainqueurs et les matchs que les collègues préfèrent vont recevoir une grosse récompense .,L’entraîneur des vainqueurs des matchs que les collègues préfèrent vont recevoir une grosse récompense .,Les entraîneurs des vainqueurs des matchs que les collègues préfèrent vont recevoir une grosse récompense .,False,False,False,False,False,True,N2_alter,mis_num,agreement_error,coordination,N1_alter,True
63,Le possesseur du perroquet que les voisins apprécient va venir .,Les possesseurs du perroquet que les voisins apprécient vont venir .,Le possesseur des perroquets que les voisins apprécient va venir .,Les possesseurs des perroquets que les voisins apprécient vont venir .,Le possesseur du perroquet dans les arbres que les voisins apprécient va venir .,Les possesseurs du perroquet dans les arbres que les voisins apprécient vont venir .,Le possesseur des perroquets dans les arbres que les voisins apprécient va venir .,Les possesseurs des perroquets dans les arbres des jardins que les voisins apprécient vont venir .,Les possesseurs des perroquets et les arbres que les voisins apprécient vont venir .,Les possesseurs des perroquets dans les arbres que les voisins apprécient vont venir .,Les possesseurs du perroquet dans les arbres que les voisins apprécient vont venir .,Le possesseur des perroquets dans les arbres que les voisins apprécient vont venir .,Les possesseurs des perroquets dans les arbres que les voisins apprécient va venir .,False,False,True,False,False,False,mis_num,coordination,True,N2_alter,N1_alter,agreement_error
64,L’ordinateur avec le programme de l’expérience dont jean se servait est en panne .,Les ordinateurs avec le programme de l’expérience dont jean se servait sont en panne .,L’ordinateur avec les programmes de l’expérience dont jean se servait est en panne .,Les ordinateurs avec les programmes de l’expérience dont jean se servait sont en panne .,L’ordinateur avec le programme dont jean se servait est en panne .,Les ordinateurs avec le programme dont jean se servait sont en panne .,L’ordinateur avec les programmes dont jean se servait est en panne .,Les ordinateurs avec le programme dont jean se servait sont en panne .,Les ordinateurs avec les programmes des expériences dont jean se servait sont en panne .,L’ordinateur avec les programmes dont jean se servait sont en panne .,Les ordinateurs avec les programmes dont jean se servait sont en panne .,Les ordinateurs et les programmes dont jean se servait sont en panne .,Les ordinateurs avec les programmes dont jean se servait est en panne .,False,False,False,True,False,False,N2_alter,mis_num,N1_alter,True,coordination,agreement_error
65,L’exposition avec la peinture de l’enfant dont le gouvernement n’a pas fait de rapport a rencontré un grand succès .,Les expositions avec la peinture de l’enfant dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,L’exposition avec les peintures de l’enfant dont le gouvernement n’a pas fait de rapport a rencontré un grand succès .,Les expositions avec les peintures de l’enfant dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,L’exposition avec la peinture dont le gouvernement n’a pas fait de rapport a rencontré un grand succès .,Les expositions avec la peinture dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,L’exposition avec les peintures dont le gouvernement n’a pas fait de rapport a rencontré un grand succès .,Les expositions avec les peintures des enfants dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,Les expositions avec les peintures dont le gouvernement n’a pas fait de rapport a rencontré un grand succès .,L’exposition avec les peintures dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,Les expositions avec la peinture dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,Les expositions et les peintures dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,Les expositions avec les peintures dont le gouvernement n’a pas fait de rapport ont rencontré un grand succès .,False,False,False,False,False,True,mis_num,agreement_error,N1_alter,N2_alter,coordination,True
