ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4
33	The monks baste the sauce over the meat.	Wine was basted by locals.	The cheese was basted over them by the farmers.	Butter was basted over them.	The meat was basted by locals.	Potatoes were basted with butter by people.	The vegetables were basted with the vinegar.	The monks baste them with the vinegar.	The farmers were basted potatoes with the vinegar.	The farmers like to baste it butter.	People baste over the meat with the sauce.	The farmers like to baste the meat of beans.	The monks baste it under butter.	The meat baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA2	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA1
34	People baste the sauce over them.	The cheese was basted by the farmers.	Wine was basted over the meat by locals.	Butter was basted over them.	It was basted by people.	It was basted with the sauce by the monks.	They were basted with butter.	The monks baste it with the vinegar.	The monks were basted potatoes with the sauce.	Locals baste them wine.	We like to baste over potatoes with the sauce.	Locals baste it of beans.	We like to baste the vegetables under different types of marinades.	The vegetables baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass2 VerbPass PNounA2
35	The monks baste wine over potatoes.	Butter was basted by people.	The sauce was basted over the vegetables by the monks.	Butter was basted over the meat.	They were basted by us.	It was basted with the vinegar by the farmers.	They were basted with the sauce.	People baste it with the vinegar.	The monks were basted potatoes with the sauce.	People baste them different types of marinades.	People baste over potatoes with butter.	Locals baste them from France.	Locals baste them under vinegar.	It baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA1	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA3
36	People baste different types of marinades over potatoes.	Butter was basted by people.	Butter was basted over the meat by people.	Wine was basted over them.	The vegetables were basted by the farmers.	It was basted with the vinegar by the farmers.	The meat was basted with butter.	The monks baste it with wine.	People were basted them with butter.	We like to baste potatoes the sauce.	We like to baste over the vegetables with butter.	The farmers like to baste them from France.	People baste them under wine.	The meat baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA4 PSubj4	NounBPass3 VerbPass PNounA3
37	Locals baste wine over them.	Different types of marinades were basted by us.	Wine was basted over the vegetables by locals.	The cheese was basted over them.	They were basted by us.	The meat was basted with different types of marinades by us.	They were basted with the sauce.	The monks baste them with butter.	We were basted the meat with different types of marinades.	The farmers like to baste them the sauce.	The farmers like to baste over potatoes with the vinegar.	The farmers like to baste the vegetables of tomatoes.	We like to baste it under the sauce.	Potatoes baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA3	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass5 VerbPass PNounA4
38	People baste butter over them.	Wine was basted by locals.	The cheese was basted over them by the farmers.	Different types of marinades were basted over the vegetables.	They were basted by locals.	Potatoes were basted with the sauce by the monks.	It was basted with the sauce.	Locals baste them with the sauce.	Locals were basted potatoes with wine.	We like to baste potatoes wine.	The monks baste over it with wine.	We like to baste potatoes of tomatoes.	We like to baste potatoes under the sauce.	Them baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB1 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass4 VerbPass PNounA4
39	We like to baste vinegar over the meat.	Butter was basted by people.	The sauce was basted over potatoes by the monks.	The sauce was basted over it.	Potatoes were basted by locals.	Potatoes were basted with butter by people.	The vegetables were basted with the sauce.	We like to baste it with butter.	Locals were basted them with wine.	The farmers like to baste it wine.	We like to baste over it with different types of marinades.	Locals baste it of seafood.	People baste potatoes under different types of marinades.	It baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass5 VerbPass PNounA2
40	The farmers like to baste the sauce over it.	Different types of marinades were basted by us.	Wine was basted over the meat by locals.	The sauce was basted over them.	They were basted by locals.	They were basted with the sauce by the monks.	Potatoes were basted with the vinegar.	The farmers like to baste the meat with different types of marinades.	Locals were basted potatoes with wine.	The farmers like to baste it vinegar.	The farmers like to baste over them with the vinegar.	The farmers like to baste potatoes from France.	The farmers like to baste the meat under butter.	Them baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB1 PNounA4	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass1 VerbPass PNounA5
41	We like to baste different types of marinades over it.	The cheese was basted by the farmers.	The cheese was basted over the vegetables by the farmers.	The sauce was basted over it.	Potatoes were basted by the farmers.	The vegetables were basted with butter by people.	Potatoes were basted with butter.	People baste them with different types of marinades.	The farmers were basted the vegetables with the vinegar.	We like to baste the vegetables the sauce.	Locals baste over the meat with the sauce.	People baste the vegetables of seafood.	People baste potatoes under butter.	The meat baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA3 PSubj1	NounBPass1 VerbPass PNounA3
42	Locals baste the sauce over the vegetables.	Different types of marinades were basted by us.	Butter was basted over potatoes by people.	The sauce was basted over the meat.	They were basted by people.	Potatoes were basted with butter by people.	The vegetables were basted with butter.	We like to baste the vegetables with wine.	Locals were basted it with wine.	People baste them the sauce.	People baste over the meat with wine.	We like to baste potatoes of seafood.	The farmers like to baste potatoes under vinegar.	Them baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA5	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass5 VerbPass PNounA4
43	Locals baste different types of marinades over potatoes.	Butter was basted by people.	The sauce was basted over the vegetables by the monks.	The cheese was basted over the vegetables.	Potatoes were basted by us.	It was basted with butter by people.	Potatoes were basted with the vinegar.	People baste potatoes with butter.	We were basted potatoes with different types of marinades.	We like to baste potatoes different types of marinades.	The monks baste over the meat with the sauce.	Locals baste it of seafood.	Locals baste them under vinegar.	Them baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB4 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass2 VerbPass PNounA1
44	The farmers like to baste the sauce over potatoes.	The sauce was basted by the monks.	Butter was basted over them by people.	The sauce was basted over it.	It was basted by us.	They were basted with the vinegar by the farmers.	The meat was basted with wine.	The farmers like to baste potatoes with the sauce.	The farmers were basted potatoes with the vinegar.	The farmers like to baste them wine.	We like to baste over the vegetables with different types of marinades.	The farmers like to baste it of tomatoes.	The farmers like to baste potatoes under vinegar.	Them baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass4 VerbPass PNounA2
45	We like to baste the sauce over the meat.	The cheese was basted by the farmers.	Different types of marinades were basted over the vegetables by us.	The cheese was basted over them.	The meat was basted by us.	They were basted with butter by people.	The vegetables were basted with the sauce.	Locals baste the meat with different types of marinades.	People were basted them with butter.	The monks baste them vinegar.	People baste over potatoes with wine.	People baste the meat of tomatoes.	The monks baste it under butter.	It baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass1 VerbPass PNounA4
46	We like to baste the sauce over them.	Wine was basted by locals.	Butter was basted over the vegetables by people.	Butter was basted over potatoes.	It was basted by the monks.	It was basted with different types of marinades by us.	It was basted with the vinegar.	Locals baste it with butter.	We were basted the meat with different types of marinades.	The monks baste it the sauce.	Locals baste over them with the vinegar.	We like to baste the vegetables of tomatoes.	The farmers like to baste the meat under vinegar.	The vegetables baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass2 VerbPass PNounA1
47	The monks baste wine over them.	Butter was basted by people.	The sauce was basted over the meat by the monks.	Butter was basted over the vegetables.	The meat was basted by people.	They were basted with wine by locals.	It was basted with the vinegar.	People baste potatoes with the vinegar.	The farmers were basted it with the vinegar.	People baste them wine.	The farmers like to baste over the meat with the vinegar.	The monks baste it from France.	We like to baste potatoes under different types of marinades.	The meat baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass2 VerbPass PNounA3
48	People baste vinegar over potatoes.	The cheese was basted by the farmers.	The sauce was basted over it by the monks.	Wine was basted over it.	The vegetables were basted by the monks.	It was basted with the sauce by the monks.	Potatoes were basted with the sauce.	The monks baste it with the vinegar.	We were basted it with different types of marinades.	We like to baste the meat the sauce.	We like to baste over the meat with butter.	Locals baste them of beans.	The farmers like to baste potatoes under wine.	Them baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB4 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass1 VerbPass PNounA3
49	Locals baste different types of marinades over the vegetables.	The sauce was basted by the monks.	Butter was basted over the meat by people.	Different types of marinades were basted over potatoes.	It was basted by people.	The vegetables were basted with different types of marinades by us.	Potatoes were basted with butter.	We like to baste them with wine.	The farmers were basted it with the vinegar.	People baste it wine.	The farmers like to baste over the meat with the vinegar.	We like to baste it of beans.	The farmers like to baste potatoes under vinegar.	Them baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA3	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA3
50	The farmers like to baste vinegar over the meat.	The cheese was basted by the farmers.	The sauce was basted over them by the monks.	Butter was basted over the meat.	Potatoes were basted by the monks.	The meat was basted with different types of marinades by us.	It was basted with the vinegar.	The farmers like to baste the meat with the sauce.	The farmers were basted them with the vinegar.	We like to baste the vegetables vinegar.	Locals baste over them with the vinegar.	Locals baste potatoes of beans.	The monks baste the vegetables under wine.	Potatoes baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB1 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass5 VerbPass PNounA3
51	The farmers like to baste wine over potatoes.	Butter was basted by people.	Butter was basted over the meat by people.	Butter was basted over potatoes.	It was basted by the farmers.	Potatoes were basted with the sauce by the monks.	Potatoes were basted with different types of marinades.	The farmers like to baste them with the vinegar.	We were basted the vegetables with different types of marinades.	People baste the meat wine.	The monks baste over them with wine.	The farmers like to baste potatoes of tomatoes.	The monks baste the meat under the sauce.	It baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA4	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass4 VerbPass PNounA1
52	The farmers like to baste different types of marinades over the meat.	Different types of marinades were basted by us.	The sauce was basted over potatoes by the monks.	Butter was basted over the vegetables.	The vegetables were basted by locals.	It was basted with different types of marinades by us.	The meat was basted with the vinegar.	The monks baste potatoes with different types of marinades.	People were basted the meat with butter.	The farmers like to baste the meat different types of marinades.	The monks baste over the vegetables with butter.	The farmers like to baste them of seafood.	People baste them under wine.	Them baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass5 VerbPass PNounA5
53	We like to baste vinegar over the meat.	Butter was basted by people.	The cheese was basted over it by the farmers.	The sauce was basted over potatoes.	The meat was basted by people.	They were basted with the vinegar by the farmers.	They were basted with the sauce.	The monks baste it with the sauce.	We were basted the meat with different types of marinades.	Locals baste potatoes the sauce.	The farmers like to baste over potatoes with the vinegar.	The farmers like to baste it from France.	We like to baste the vegetables under butter.	Potatoes baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB5 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass5 VerbPass PNounA1
54	The monks baste butter over potatoes.	The cheese was basted by the farmers.	The cheese was basted over it by the farmers.	Wine was basted over potatoes.	They were basted by the farmers.	Potatoes were basted with the vinegar by the farmers.	They were basted with the sauce.	The monks baste it with butter.	We were basted them with different types of marinades.	We like to baste it butter.	The monks baste over the vegetables with the vinegar.	We like to baste it of seafood.	The farmers like to baste them under butter.	Potatoes baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA5	NounBPass3 VerbPass PSubj3	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass2 VerbPass PNounA4
55	Locals baste the sauce over it.	The sauce was basted by the monks.	The cheese was basted over it by the farmers.	The cheese was basted over the vegetables.	It was basted by the farmers.	The meat was basted with the vinegar by the farmers.	The vegetables were basted with the vinegar.	The farmers like to baste it with butter.	We were basted potatoes with different types of marinades.	The farmers like to baste it butter.	People baste over potatoes with different types of marinades.	The farmers like to baste them from France.	The farmers like to baste the vegetables under butter.	The vegetables baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB5 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass4 VerbPass PNounA3
56	Locals baste the sauce over the meat.	Wine was basted by locals.	Different types of marinades were basted over the vegetables by us.	Wine was basted over it.	The vegetables were basted by the farmers.	They were basted with the sauce by the monks.	It was basted with the sauce.	People baste potatoes with different types of marinades.	People were basted the meat with butter.	We like to baste the meat vinegar.	We like to baste over them with the vinegar.	Locals baste it from Italy.	We like to baste the meat under wine.	Them baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB5 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass4 VerbPass PNounA3
57	We like to baste the sauce over them.	Different types of marinades were basted by us.	The cheese was basted over the vegetables by the farmers.	Different types of marinades were basted over potatoes.	Potatoes were basted by locals.	The vegetables were basted with different types of marinades by us.	Potatoes were basted with butter.	We like to baste them with butter.	The farmers were basted it with the vinegar.	Locals baste the vegetables butter.	People baste over them with the vinegar.	People baste the vegetables from Italy.	People baste them under wine.	It baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass5 VerbPass PNounA3
58	We like to baste different types of marinades over the meat.	Different types of marinades were basted by us.	Butter was basted over potatoes by people.	The cheese was basted over it.	They were basted by the farmers.	It was basted with butter by people.	The vegetables were basted with the vinegar.	The monks baste it with the vinegar.	People were basted the vegetables with butter.	We like to baste potatoes wine.	Locals baste over it with butter.	Locals baste it of seafood.	Locals baste them under vinegar.	The vegetables baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass5 VerbPass PNounA4
59	We like to baste the sauce over it.	Different types of marinades were basted by us.	Different types of marinades were basted over potatoes by us.	Butter was basted over it.	They were basted by locals.	The vegetables were basted with different types of marinades by us.	They were basted with wine.	We like to baste it with the sauce.	The farmers were basted the vegetables with the vinegar.	Locals baste potatoes different types of marinades.	We like to baste over potatoes with different types of marinades.	We like to baste it of tomatoes.	We like to baste them under different types of marinades.	Them baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB4 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass2 VerbPass PNounA1
60	We like to baste wine over them.	Different types of marinades were basted by us.	The cheese was basted over it by the farmers.	Butter was basted over it.	It was basted by the monks.	They were basted with butter by people.	It was basted with butter.	Locals baste it with different types of marinades.	The monks were basted them with the sauce.	Locals baste the vegetables different types of marinades.	The farmers like to baste over potatoes with different types of marinades.	Locals baste the vegetables of tomatoes.	People baste potatoes under different types of marinades.	Them baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA3	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass2 VerbPass PNounA1
61	The monks baste vinegar over potatoes.	Different types of marinades were basted by us.	Wine was basted over the vegetables by locals.	Wine was basted over the meat.	The meat was basted by the monks.	It was basted with butter by people.	They were basted with the sauce.	The farmers like to baste them with wine.	We were basted the vegetables with different types of marinades.	The farmers like to baste them vinegar.	Locals baste over the vegetables with butter.	The monks baste the vegetables of tomatoes.	The farmers like to baste it under butter.	The meat baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB5 PNounA4	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass2 VerbPass PNounA4
62	The farmers like to baste wine over potatoes.	The sauce was basted by the monks.	Butter was basted over the vegetables by people.	Butter was basted over the vegetables.	Potatoes were basted by people.	They were basted with the vinegar by the farmers.	They were basted with the sauce.	The monks baste it with wine.	The farmers were basted them with the vinegar.	The monks baste the meat butter.	The farmers like to baste over it with the vinegar.	People baste the meat of beans.	We like to baste it under different types of marinades.	Potatoes baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB5 PNounA5	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass4 VerbPass PNounA5
63	The farmers like to baste butter over potatoes.	Different types of marinades were basted by us.	The cheese was basted over the vegetables by the farmers.	Wine was basted over the vegetables.	The vegetables were basted by people.	Potatoes were basted with the vinegar by the farmers.	They were basted with different types of marinades.	The monks baste the vegetables with butter.	The monks were basted them with the sauce.	Locals baste potatoes wine.	We like to baste over it with butter.	Locals baste the meat of beans.	We like to baste the vegetables under butter.	The meat baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass1 VerbPass PNounA4
64	The farmers like to baste different types of marinades over them.	Wine was basted by locals.	Different types of marinades were basted over the meat by us.	The sauce was basted over potatoes.	It was basted by us.	The meat was basted with butter by people.	Potatoes were basted with the vinegar.	We like to baste them with butter.	The farmers were basted them with the vinegar.	The farmers like to baste the meat vinegar.	Locals baste over them with the sauce.	Locals baste the vegetables from France.	We like to baste them under the sauce.	It baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB1 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass1 VerbPass PNounA2
65	People baste butter over potatoes.	The sauce was basted by the monks.	Butter was basted over the meat by people.	The sauce was basted over them.	It was basted by the monks.	The meat was basted with butter by people.	It was basted with wine.	People baste potatoes with the sauce.	Locals were basted the meat with wine.	We like to baste the meat the sauce.	The farmers like to baste over the vegetables with the sauce.	People baste potatoes of seafood.	We like to baste potatoes under wine.	It baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB5 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass1 VerbPass PNounA1
66	People baste wine over potatoes.	The cheese was basted by the farmers.	Wine was basted over potatoes by locals.	Different types of marinades were basted over the meat.	The meat was basted by locals.	Potatoes were basted with the sauce by the monks.	The vegetables were basted with butter.	We like to baste potatoes with wine.	The monks were basted the vegetables with the sauce.	Locals baste them wine.	The farmers like to baste over the meat with the sauce.	People baste potatoes of seafood.	We like to baste the vegetables under the sauce.	Potatoes baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB5 PNounA3	NounBPass5 VerbPass PSubj5	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass4 VerbPass PNounA3
