ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4	Sent_template_5	Sent_template_6	Sent_template_7	Answer_template_1	Answer_template_2	Answer_template_3	Answer_template_4	Answer_template_5	Answer_template_6	Answer_template_7	Answer_template_8	Answer_template_9
30	We like to baste butter over the meat.	Butter was basted by people.	Butter was basted over the meat by people.	Butter was basted over the meat.	The meat was basted by people.	The meat was basted with butter by people.	The meat was basted with butter.	We like to baste the meat with butter.	People were basted the meat with butter.	We like to baste the meat butter.	We like to baste over the meat with butter.	We like to baste the meat of beans.	We like to baste the meat under butter.	The meat baste people with butter.	Butter baste people over the meat.	The meat baste butter people.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
31	I brushed mascara onto yellow plastic cups.	They were brushed by the bartender.	They were brushed onto yellow plastic cups by the bartender.	They were brushed onto yellow plastic cups.	Yellow plastic cups was brushed by the bartender.	Yellow plastic cups was brushed with mascara by the bartender.	Yellow plastic cups was brushed with mascara.	I brushed yellow plastic cups with mascara.	The bartender was brushed yellow plastic cups with mascara.	I brushed yellow plastic cups mascara.	I brushed onto yellow plastic cups with mascara.	I brushed yellow plastic cups with oversized brush.	I brushed yellow plastic cups under mascara.	Yellow plastic cups brushed the bartender with mascara.	Mascara brushed the bartender onto yellow plastic cups.	Yellow plastic cups brushed mascara the bartender.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
32	Drizzle coffee over your cup.	Coffee was drizzled by the waiter.	Coffee was drizzled over your cup by the waiter.	Coffee was drizzled over your cup.	Your cup was drizzled by the waiter.	Your cup was drizzled with coffee by the waiter.	Your cup was drizzled with coffee.	Drizzle your cup with coffee.	The waiter was drizzled your cup with coffee.	Drizzle your cup coffee.	Drizzle over your cup with coffee.	Drizzle your cup from Ethiopia.	Drizzle your cup under coffee.	Your cup drizzle the waiter with coffee.	Coffee drizzle the waiter over your cup.	Your cup drizzle coffee the waiter.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
33	I will hang flowers on my wall.	Flowers were hung by someone.	Flowers were hung on my wall by someone.	Flowers were hung on my wall.	My wall was hung by someone.	My wall was hung with flowers by someone.	My wall was hung with flowers.	I will hang my wall with flowers.	Someone was hung my wall with flowers.	I will hang my wall flowers.	I will hang on my wall with flowers.	I will hang my wall of lotus.	I will hang my wall under flowers.	My wall will hang someone with flowers.	Flowers will hang someone on my wall.	My wall will hang flowers someone.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
34	I can can load the food in the box.	They were loaded by users.	They were loaded in the box by users.	They were loaded in the box.	The box was loaded by users.	The box was loaded with the food by users.	The box was loaded with the food.	I can can load the box with the food.	Users were loaded the box with the food.	I can can load the box the food.	I can can load in the box with the food.	I can can load the box on sale.	I can can load the box under the food.	The box can load users with the food.	The food can load users in the box.	The box can load the food users.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
35	The record company plastered artwork on the album cover.	Artwork was plastered by the artist.	Artwork was plastered on the album cover by the artist.	Artwork was plastered on the album cover.	The album cover was plastered by the artist.	The album cover was plastered with artwork by the artist.	The album cover was plastered with artwork.	The record company plastered the album cover with artwork.	The artist was plastered the album cover with artwork.	The record company plastered the album cover artwork.	The record company plastered on the album cover with artwork.	The record company plastered the album cover of flowers.	The record company plastered the album cover under artwork.	The album cover plastered the artist with artwork.	Artwork plastered the artist on the album cover.	The album cover plastered artwork the artist.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
36	I pumped gasoline into the tire.	It was pumped by Noah.	It was pumped into the tire by Noah.	It was pumped into the tire.	The tire back up was pumped by Noah.	The tire back up was pumped with gasoline by Noah.	The tire back up was pumped with gasoline.	I pumped the tire back up with gasoline.	Noah was pumped the tire back up with gasoline.	I pumped the tire back up gasoline.	I pumped into the tire with gasoline.	I pumped the tire back up of a fixed density.	I pumped the tire back up under gasoline.	The tire back up pumped Noah with gasoline.	Gasoline pumped Noah into the tire.	The tire back up pumped gasoline Noah.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
37	You simply rub fingertips on the writing marks.	Fingertips were rubbed by users.	Fingertips were rubbed on the writing marks by users.	Fingertips were rubbed on the writing marks.	The writing marks were rubbed by users.	The writing marks were rubbed with fingertips by users.	The writing marks were rubbed with fingertips.	You simply rub the writing marks with fingertips.	Users were rubbed the writing marks with fingertips.	You simply rub the writing marks fingertips.	You simply rub on the writing marks with fingertips.	You simply rub the writing marks of the humanoid robot.	You simply rub the writing marks under fingertips.	The writing marks rub users with fingertips.	Fingertips rub users on the writing marks.	The writing marks rub fingertips users.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
38	An evil creature called Gnasty Gnorc scatters monsters all over the dragon world.	Monsters were scattered by Merlin.	Monsters were scattered all over the dragon world by Merlin.	Monsters were scattered all over the dragon world.	The dragon world was scattered by Merlin.	The dragon world was scattered with monsters by Merlin.	The dragon world was scattered with monsters.	An evil creature called Gnasty Gnorc scatters the dragon world with monsters.	Merlin was scattered the dragon world with monsters.	An evil creature called Gnasty Gnorc scatters the dragon world monsters.	An evil creature called Gnasty Gnorc scatters all over the dragon world with monsters.	An evil creature called Gnasty Gnorc scatters the dragon world with tentacles.	An evil creature called Gnasty Gnorc scatters the dragon world under monsters.	The dragon world scatters Merlin with monsters.	Monsters scatters Merlin all over the dragon world.	The dragon world scatters monsters Merlin.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
39	Lewitt and Dubner promote a strategy to seed hydrogen into the atmosphere.	Hydrogen was seeded by scientists.	Hydrogen was seeded into the atmosphere by scientists.	Hydrogen was seeded into the atmosphere.	The atmosphere was seeded by scientists.	The atmosphere was seeded with hydrogen by scientists.	The atmosphere was seeded with hydrogen.	Lewitt and Dubner promote a strategy to seed the atmosphere with hydrogen.	Scientists were seeded the atmosphere with hydrogen.	Lewitt and Dubner promote a strategy to seed the atmosphere hydrogen.	Lewitt and Dubner promote a strategy to seed into the atmosphere with hydrogen.	Lewitt and Dubner promote a strategy to seed the atmosphere with green energy.	Lewitt and Dubner promote a strategy to seed the atmosphere under hydrogen.	The atmosphere seed scientists with hydrogen.	Hydrogen seed scientists into the atmosphere.	The atmosphere seed hydrogen scientists.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
40	Then they sewed ropes onto the straps.	Ropes were sewed by the workers.	Ropes were sewed onto the straps by the workers.	Ropes were sewed onto the straps.	The straps were sewed by the workers.	The straps were sewed with ropes by the workers.	The straps were sewed with ropes.	Then they sewed the straps with ropes.	The workers were sewed the straps with ropes.	Then they sewed the straps ropes.	Then they sewed onto the straps with ropes.	Then they sewed the straps of silk.	Then they sewed the straps under ropes.	The straps sewed the workers with ropes.	Ropes sewed the workers onto the straps.	The straps sewed ropes the workers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
41	He showers enthusiasm onto the reader.	Enthusiasm was showered by Aristotle.	Enthusiasm was showered onto the reader by Aristotle.	Enthusiasm was showered onto the reader.	The reader was showered by Aristotle.	The reader was showered with enthusiasm by Aristotle.	The reader was showered with enthusiasm.	He showers the reader with enthusiasm.	Aristotle was showered the reader with enthusiasm.	He showers the reader enthusiasm.	He showers onto the reader with enthusiasm.	He showers the reader about cooking.	He showers the reader under enthusiasm.	The reader showers Aristotle with enthusiasm.	Enthusiasm showers Aristotle onto the reader.	The reader showers enthusiasm Aristotle.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
42	My child smeared ink all over the paper.	Moisture was smeared by the artist.	Moisture was smeared all over the paper by the artist.	Moisture was smeared all over the paper.	The paw prints were smeared by the artist.	The paw prints were smeared with ink by the artist.	The paw prints were smeared with ink.	My child smeared the paper with ink.	The artist was smeared the paper with ink.	My child smeared the paper ink.	My child smeared all over the paper with ink.	My child smeared the paper of the cuttlefish.	My child smeared the paper under ink.	The paper smeared the artist with ink.	Ink smeared the artist all over the paper.	The paper smeared ink the artist.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
43	They don't smudge grease on the paper.	Grease was smudged by the workers.	Grease was smudged on the paper by the workers.	Grease was smudged on the paper.	The paper was smudged by the workers.	The paper was smudged with grease by the workers.	The paper was smudged with grease.	They don't smudge the paper with grease.	The workers were smudged the paper with grease.	They don't smudge the paper grease.	They don't smudge on the paper with grease.	They don't smudge the paper from cans.	They don't smudge the paper under grease.	The paper smudge the workers with grease.	Grease smudge the workers on the paper.	The paper smudge grease the workers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
44	You sow weeds on the ground.	Weeds were sown by farmers.	Weeds were sown on the ground by farmers.	Weeds were sown on the ground.	The ground was sown by farmers.	The ground was sown with weeds by farmers.	The ground was sown with weeds.	You sow the ground with weeds.	Farmers were sown the ground with weeds.	You sow the ground weeds.	You sow on the ground with weeds.	You sow the ground from the river.	You sow the ground under weeds.	The ground sow farmers with weeds.	Weeds sow farmers on the ground.	The ground sow weeds farmers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
45	It spatters dirt over you.	Dirt was spattered by whoever.	Dirt was spattered over you by whoever.	Dirt was spattered over you.	You were spattered by whoever.	You were spattered with dirt by whoever.	You were spattered with dirt.	It spatters you with dirt.	Whoever was spattered you with dirt.	It spatters you dirt.	It spatters over you with dirt.	It spatters you of mud.	It spatters you under dirt.	You spatters whoever with dirt.	Dirt spatters whoever over you.	You spatters dirt whoever.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
46	You will splash water all over your counter.	Water was splashed by Jack.	Water was splashed all over your counter by Jack.	Water was splashed all over your counter.	Your counter was splashed by Jack.	Your counter was splashed with water by Jack.	Your counter was splashed with water.	You will splash your counter with water.	Jack was splashed your counter with water.	You will splash your counter water.	You will splash all over your counter with water.	You will splash your counter with gas.	You will splash your counter under water.	Your counter splash Jack with water.	Water splash Jack all over your counter.	Your counter splash water Jack.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
47	Burgers on a flat cast iron pan still splatter water all over the cooktop.	Water was splattered by the peppers.	Water was splattered all over the cooktop by the peppers.	Water was splattered all over the cooktop.	The cooktop was splattered by the peppers.	The cooktop was splattered with water by the peppers.	The cooktop was splattered with water.	Burgers on a flat cast iron pan still splatter the cooktop with water.	The peppers were splattered the cooktop with water.	Burgers on a flat cast iron pan still splatter the cooktop water.	Burgers on a flat cast iron pan still splatter all over the cooktop with water.	Burgers on a flat cast iron pan still splatter the cooktop with gas.	Burgers on a flat cast iron pan still splatter the cooktop under water.	The cooktop splatter the peppers with water.	Water splatter the peppers all over the cooktop.	The cooktop splatter water the peppers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
48	I sprayed some liquid into a plastic container.	Some liquid was sprayed by someone.	Some liquid was sprayed into a plastic container by someone.	Some liquid was sprayed into a plastic container.	A plastic container was sprayed by someone.	A plastic container was sprayed with some liquid by someone.	A plastic container was sprayed with some liquid.	I sprayed a plastic container with some liquid.	Someone was sprayed a plastic container with some liquid.	I sprayed a plastic container some liquid.	I sprayed into a plastic container with some liquid.	I sprayed a plastic container from the pot.	I sprayed a plastic container under some liquid.	A plastic container sprayed someone with some liquid.	Some liquid sprayed someone into a plastic container.	A plastic container sprayed some liquid someone.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
49	Use the rolled up package to spread butter all over the rice cake.	Butter was spread by guests.	Butter was spread all over the rice cake by guests.	Butter was spread all over the rice cake.	The rice cake was spread by guests.	The rice cake was spread with the butter by guests.	The rice cake was spread with the butter.	Use the rolled up package to spread the rice cake with the butter.	Guests were spread the rice cake with the butter.	Use the rolled up package to spread the rice cake butter.	Use the rolled up package to spread all over the rice cake with the butter.	Use the rolled up package to spread the rice cake from Ireland.	Use the rolled up package to spread the rice cake under butter.	The rice cake spread guests with the butter.	Butter spread guests all over the rice cake.	The rice cake spread butter guests.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
