ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4
31	The artist sprayed some liquid into a plastic container.	Wires were strung by Moses.	The letters were hung on the balcony by the artist.	The picture was hung on the counter.	They was pumped by the mechanic.	The pastry was spread with the yummy almond butter by you.	Here was squirted with the eggs.	Noah pumped the pipes with regular air.	The director was strewed characters with humor.	Jack will splash your counter the juice.	You will splash all over your counter with the juice.	The soldiers sewed the sheets of silk.	Claire pumped the tire back up under gasoline.	The floor smeared my child with paint.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass5 VerbPass PNounA3
32	The inspector swab the liquid over the bulbs.	The contents were showered by the narrator.	The OEM drive was sticked in the pipeline by the other place.	Blotches of ink were smudged on the paper.	Earth was scattered by Merlin.	Bags were loaded with the tools by the buyer.	The dish was drizzled with the sugar.	The narrator showers visitors with excellent information.	The fishermen were spritzed the fish with vinegar.	The narrator showers the students the contents.	The novelist strews in the figures with irony.	Scientists clean the filter monthly and swash the sink from the reservoir.	He showers people under excellent information.	The writing marks rub you with the eraser.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB5 PNounA5	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass4 VerbPass PNounA3
33	The wizard scatters gems all over europe.	Silk was strung by the elves.	Grease was smudged on the paper by the workers.	The contents were showered onto the reader.	The pages were rubbed by users.	The soup was spritzed with low fait oil by me.	The tray was swabbed with acid.	The workers sewed the straps with cloth.	The cooks are drizzled the dish with the sugar.	Water spurts the place the smell.	Aristotle showers onto the audience with curiosity.	The pancakes splatter the stove of the egg.	The record company plastered the album cover under the image.	The words smudge them with blotches of ink.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB2 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass4 VerbPass PNounA2
34	The other place just sticks the OEM drive in the center.	Water was splattered by the peppers.	Some tank water was swashed over the biomedia by me.	Enthusiasm was showered onto the reader.	They were smeared by the artist.	The windows were strung with these lights by me.	The bulb was swabbed with the soap.	The soldiers sewed the boards with heavier material.	The cooks were spritzed the soup with mustard.	An evil creature called Gnasty Gnorc scatters Europe monsters.	The villagers sow on the soil with salt.	The inspector swab the tissues from the supermarket.	The waiter drizzle filling under coffee.	The mug swab the inspector with the oil.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB4 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass2 VerbPass PNounA2
35	Scientists clean the filter monthly and swash the chemicals over the biomedia.	Torani caramel sauce was drizzled by you.	Water was splashed all over your counter by Jack.	Ropes were sewed onto the sheets.	The suitcase was loaded by users.	Eggs were sprinkled with a little hot pepper by you.	The stove was splattered with water.	The customers use the rolled up package to spread the rice cake with the eggs.	Farmers were sown the ground with weeds.	Homer strews the book the humor.	The artist smeared all over the table with the flour.	Homer strews the book of the movie.	The angels strung the windows under these lights.	The room smeared the machine with the chocolate.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB3 PNounA5	NounBPass3 VerbPass PSubj3	NounBPass5 VerbPass PNounA3 PSubj5	NounBPass3 VerbPass PNounA1
36	The bartender will splash the coffee all over the place.	The vines were sown by the villagers.	Milk was splashed all over the place by someone.	The mud was spattered over the windshield.	The site was plastered by the quartet.	People were showered with the results by the author.	The straps were sewed with ropes.	Farmers have to squirt the sponge with a tiny bit of oil.	The priest was strung the fireplace with the ribbon.	Some use the rolled up package to spread bread the mixture.	They don't smudge on the paper with garbage.	The customer can can load bags of tools.	The chefs drizzle your cup under coffee.	The pipes swash archaeologist with paint.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB1 PNounA3	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA4 PSubj4	NounBPass3 VerbPass PNounA2
37	The artist plastered the image on the vinyls.	Clothes were loaded by me.	The image was plastered on the site by the producers.	Fingertips were rubbed on paper.	Earth was scattered by the wizard.	Earth was scattered with gems by an evil creature called Gnasty Gnorc.	They was pumped with regular air.	I carefully swab the bottle with the soap.	Someone was drizzled filling with the Torani caramel sauce.	The ladies drizzle the cake the sugar.	He wraps around the box with the chain.	The director strews figures of the game.	The artist will will hang my wall under the picture.	The paper smudge teachers with sarcasm.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB1 PNounA5	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass2 VerbPass PNounA4
38	The villagers sow the vines on the soil.	Dirt was spattered by whoever.	It was pumped into the stove by Noah.	Fingertips were rubbed on the writing marks.	The floor was spurted by this.	The soil was seeded with sulfur by Lewitt and Dubner.	The bottle was swabbed with rubbing alcohol.	The developers simply rub the pages with the eraser.	The driver was pumped the engine with heat.	The rain spurts everything the dust.	Locals baste over it with butter.	The librarian brushed the glass with oversized brush.	The rain spurts the floor under the smell.	Figures strews the author with sarcasm.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass3 VerbPass PNounA2
39	Use the rolled up package to spread the yummy almond butter all over the dessert.	The tools were loaded by the buyer.	Hydrogen was seeded into the soil by scientists.	The gas was pumped into the cooler.	Soup was sprinkled by the chefs.	Eggs were sprinkled with the powder by the chefs.	The pipes were swashed with the liquid.	The authors simply rub notes with fingertips.	The cooks were sprinkled soup with the mustard.	The guards sewed the straps cloth.	You will splash all over the floor with the juice.	Logan wraps the body for wounds.	The elves strung the windows under the ribbon.	The galaxy scatters the wizard with the crystals.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA3	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass1 VerbPass PNounA4
40	The band plastered artwork on the vinyls.	The pad was rubbed by the designers.	Honey was spread all over the pastry by the students.	The grain was sown on the soil.	The fields were sown by farmers.	Poles were sewed with the leaves by the soldiers.	The dragon world was scattered with monsters.	Teachers don't smudge the paper with blotches of ink.	The customers were spread the cookies with the mixture.	The tire spatters the pavement whatever was on the wheel.	Flanagan strews in the story with sarcasm.	People baste them from Italy.	The breeze spurts the floor under the dust.	The vegetables baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass5 VerbPass PNounA3
41	The customer can can load supplies in the suitcase.	The mixture was spread by the customers.	Excellent information was showered onto the audience by him.	The stuffing was splattered all over here.	The album cover was plastered by the quartet.	The rice cake was spread with the mixture by the customers.	It was strung with these lights.	The elves strung the windows with wires.	The breeze was spurted the place with the dust.	Then they sewed the boards cloth.	Watson showers onto the students with excellent information.	Alex just sticks the pipeline of wheat.	The librarian brushed the surface under mascara.	The windshield sprayed me with some of the paint.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB1 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass1 VerbPass PNounA3
42	Burgers on a flat cast iron pan still splatter water all over the grill.	Some of the material was sprayed by the crew.	Sugar was sprinkled over soup by the waitress.	Bandages were wrapped around the body.	Soup was sprinkled by the nuns.	They were brushed with it by me.	Bread was spread with the eggs.	The breeze spurts the place with the smell.	The customer was loaded the luggage with supplies.	The photographer will hang the ceiling it.	The producers plastered on the cassettes with logos.	The producers plastered the site of flowers.	The customers use the rolled up package to spread bread under the yummy almond butter.	The pipes swash the volunteers with the chemicals.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA4	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA2 PSubj1	NounBPass2 VerbPass PNounA4
43	The other place just sticks the food in the pipeline.	Some of the chemicals were sprayed by the artist.	The creatures were scattered all over the dragon world by the orb.	Blotches of ink were smudged on the canvas.	The dish was drizzled by the waiter.	The ground was sown with the grain by the monks.	The sink was swashed with some tank water.	I sprayed the windshield with some of the chemicals.	The photographer was hung the counter with the picture.	The designers simply rub the screen the pen.	The waiter drizzle over the coffee with the sugar.	I spritz the fish from Dijon.	Logan wraps his neck under rope.	The pages rub users with fingertips.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB4 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass5 VerbPass PNounA3
44	The pancakes splatter the grease all over the stove.	The pad was rubbed by the designers.	Rope was wrapped around the perimeter by someone.	Rope was wrapped around the box.	They were brushed by the students.	It was splashed with water by Jack.	The engine was pumped with the gas.	I brushed the carpet with the ink.	This was spurted the place with dirt.	I clean the filter monthly and swash the well the chemicals.	He showers onto visitors with enthusiasm.	The inspector swab the tissues from France.	Bob just sticks the center under the stuff.	The cassettes plastered the quartet with logos.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB1 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass1 VerbPass PNounA3
45	Bob just sticks the contents in the truck.	Fingertips were rubbed by users.	They were loaded in the cart by users.	Steam was pumped into the pipes.	The pastry was spread by guests.	The dish was drizzled with the Torani caramel sauce by you.	Vinyl was plastered with logos.	The customers use the rolled up package to spread the pastry with honey.	The waiter was drizzled your cup with coffee.	Jack will splash the kitchen wine.	I strung over the fireplace with wires.	Guests use the rolled up package to spread the pastry from beekeepers.	The breeze spurts the place under the dust.	The glass brushed the students with the powder.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA4	NounBPass3 VerbPass PSubj3	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass2 VerbPass PNounA4
46	Someone will hang it on the counter.	The humor was strewed by the director.	Helium was seeded into the earth by the engineers.	The leather was sewed onto the straps.	The carpet was sewed by them.	Filling was drizzled with brandy by the chefs.	The book was strewed with irony.	The operator sticks a box with the stuff.	Farmers were sown the ground with weeds.	Noah pumped the engine the heat.	Some use the rolled up package to spread all over the pastry with the butter.	Christian wraps the body with ease.	Archaeologists clean the filter monthly and swash the pipes under the fluid.	The cassettes plastered the producers with the image.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB1 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA3 PSubj1	NounBPass2 VerbPass PNounA5
47	The designers simply rub the pen on the pages.	Monsters were scattered by Merlin.	My finger was smeared all over the walls by my child.	The dirt was smudged on the words.	The meat was basted by us.	I was wrapped with bandages by Logan.	Earth was scattered with gems.	Chaos scatters Europe with the dragons.	The orb was scattered the dragon world with the creature.	The photographer will hang the balcony the picture.	Then they sewed onto the straps with heavier material.	The artist smeared the room from Switzerland.	The artist sprayed the sink under some of the material.	Earth scatters the wizard with the crystals.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA4	NounBPass5 VerbPass PSubj5	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass5 VerbPass PNounA3
48	The author strews plenty of historical backstory in the film.	The humor was strewed by the director.	Whatever was on the wheel was spattered over the pavement by it.	The heat was pumped into the cooler.	The paper was smudged by them.	The dragon world was scattered with the dragons by chaos.	The pages were rubbed with fingertips.	The photographer will hang my wall with it.	We were basted potatoes with different types of marinades.	I carefully swab the bulbs the liquid.	The hostess will splash all over the place with wine.	The farmers like to baste the vegetables of tomatoes.	The dog spatters the pavement under the mud.	The reader showers The author with the results.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB1 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass2 VerbPass PNounA3
49	The novelist strews the humor in the characters.	Silk was strung by the elves.	The stuff was sticked in a box by Bob.	Dirt was spurted all over the place.	It was plastered by the band.	The room was spurted with the stench by the rain.	The fish was spritzed with mustard.	The producers plastered the cds with the title.	Homer was strewed the book with satire.	I can can load the cart the food.	The blacksmith sewed onto the boards with the fabric.	Bob just sticks the center of archives.	The elves strung it under wires.	The cooktop splatter the noodles with the grease.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA3	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass1 VerbPass PNounA3
50	The band plastered the title on the site.	Dirt was spattered by whoever.	Garlic was spritzed over the potatoes by the cooks.	Fingertips were rubbed on the pages.	The windows were strung by the angels.	The story was strewed with irony by the Novelist.	People were showered with curiosity.	Locals baste potatoes with different types of marinades.	The pancakes were splattered here with the sauce.	You have to squirt here a tiny bit of oil.	The hostess will splash all over the place with milk.	The volunteers swash the sink from vegetables.	Chaos scatters the dragon world under monsters.	Your cup drizzle the cooks with the sugar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA2	NounBPass5 VerbPass PSubj5	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass3 VerbPass PNounA5
51	The fishermen spritz mustard over the fish.	The product was seeded by the developers.	Venom was spattered over the floor by somebody.	Honey was spread all over the cookies.	They were basted by locals.	It was strung with wires by Moses.	The suitcase was loaded with supplies.	I can can load the box with clothes.	I was loaded the suitcase with clothes.	Reporters smudge the canvas garbage.	The phyisician swab over the bulbs with rubbing alcohol.	I clean the filter monthly and swash the well from the reservoir.	They don't smudge the paper under grease.	The box can load me with clothes.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB4 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass5 VerbPass PNounA1
52	The engineers promote a strategy to seed hydrogen into the soil.	The stuffing was splattered by the tomatoes.	The poison was spattered over you by the dog.	The OEM drive was sticked in the truck.	The reader was showered by the narrator.	The potatoes were spritzed with the sauce by the locals.	The planet was scattered with monsters.	Flanagan strews characters with humor.	The band was plastered the site with the title.	The operator sticks the center the OEM drive.	The chefs drizzle over the filling with brandy.	The other place just sticks the pipeline of wheat.	The man smeared the walls under the flour.	The counter swash the engineers with the fluid.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB1 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass4 VerbPass PNounA4
53	Katrina sprayed some water into the sink.	The image was plastered by the producers.	Water was splashed all over the table by Jack.	Torani caramel sauce was drizzled over your cup.	The box was loaded by the customer.	The earth was sown with weeds by farmers.	The inside was squirted with water.	Reporters smudge the words with sarcasm.	The villagers were spritzed the potatoes with beer.	Sprinkle soup a little hot pepper.	The priest strung over the windows with the ribbon.	He showers the audience of the investigation.	The editors smudge the pages under blotches of ink.	The writing marks rub users with fingertips.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA5	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass4 VerbPass PNounA3
54	The cooks spritz low fat oil over cheese.	Fine oil was splattered by burgers.	A little hot pepper was sprinkled over eggs by you.	They were brushed over the carpet.	The wall was sprayed by me.	The cake was drizzled with the sugar by the cooks.	The dish was drizzled with the Torani caramel sauce.	The designers simply rub notes with pencil.	This was spurted everything with dirt.	The operator sticks the truck the OEM drive.	Watson showers onto visitors with the results.	The villagers spritz cheese of tomatoes and chilli peppers.	Christian wraps the waist under bandages.	The vinyls plastered the producers with the image.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA4	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass2 VerbPass PNounA4
55	The noodles splatter water all over the grill.	The mixture was spread by the customers.	They were loaded in the suitcase by users.	Butter was squirted in the inside.	The soil was seeded by scientists.	The writing marks were rubbed with the eraser by you.	The fence was strung with wires.	The buyer can can load the cart with supplies.	It was spattered the windshield with whatever was on the wheel.	I pumped the pipes the heat.	Lewitt and Dubner promote a strategy to seed into the atmosphere with sulfur.	The novelist strews characters of the game.	The Egyptians sow the earth under the grain.	The luggage can load me with clothes.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA2 PSubj4	NounBPass5 VerbPass PNounA3
56	The guards sewed ropes onto the carpet.	Wires were strung by Moses.	Fingertips were rubbed on paper by users.	The pad was rubbed on paper.	The pipes were swashed by the volunteers.	Bacteria were seeded with hydrogen by scientists.	The soil was seeded with carbon.	Someone will hang the counter with flowers.	The farmers were squirted everything with the eggs.	The volunteers swash the biomedia the chemicals.	The crew sprayed into a plastic container with some of the chemicals.	The photographer will hang the balcony of lotus.	The villagers sow the land under the vines.	The audience showers The narrator with the contents.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass2 VerbPass PNounA4
57	Users simply rub the pen on the pages.	Artwork was plastered by the artist.	The poison was spattered over you by the dog.	The liquid was swashed over the well.	The hook was hung by grandma.	The inside was squirted with the glue by the miners.	They were strung with the ribbon.	I carefully swab the mug with the soap.	The farmers were squirted the inside with the eggs.	I strung the fireplace the ribbon.	Lewitt and Dubner promote a strategy to seed into the soil with hydrogen.	My child smeared the table from vegetables.	Grandma will hang canvas under it.	The audience showers him with excellent information.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB1 PNounA4	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass1 VerbPass PNounA4
58	The librarian brushed the liquid over the mirror.	It was brushed by me.	The grease was splattered all over here by the noodles.	The OEM drive was sticked in the fridge.	The earth was sown by farmers.	The story was strewed with satire by Homer.	Cream was drizzled with coffee.	The operator sticks the fridge with the seeds.	Someone was hung the balcony with flowers.	They don't smudge the canvas sarcasm.	The noodles splatter all over the cooktop with the stuffing.	Archaeologists clean the filter monthly and swash the counter of the chamber.	Water spurts the place under the stench.	The writing marks rub the developers with pencil.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB4 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass3 VerbPass PNounA5
59	I carefully swab the liquid over the tray.	The liquid was swabbed by the phyisician.	The eggs were spread all over the rice cake by some.	The humor was strewed in the characters.	Here was splattered by burgers.	They were brushed with it by me.	The bottle was squirted with a tiny bit of oil.	The chefs drizzle the dish with the sugar.	I was swabbed the bottle with rubbing alcohol.	The cooks spritz the potatoes the sauce.	I will hang on canvas with paintings.	The workers don't smudge the paper of theft.	Drizzle your cup under the sugar.	Filling drizzle the cooks with the sugar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA2 PSubj1	NounBPass4 VerbPass PNounA1
60	I sprayed some water into the windshield.	Some of the material was sprayed by the crew.	The chain was wrapped around his neck by Christian.	The seeds were sticked in the pipeline.	The cake was drizzled by the ladies.	The film was strewed with humor by the director.	They was pumped with steam.	Customers have to squirt the inside with water.	Someone was spread the pastry with the eggs.	The chefs drizzle filling the syrup.	Marshall wraps around the perimeter with the chain.	The artist will will hang my wall of saints.	Drizzle the cake under brandy.	The stove pumped Noah with gasoline.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB2 PNounA4	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA2 PSubj4	NounBPass4 VerbPass PNounA1
61	Users can load the tools in the box.	Butter was spread by guests.	Sulfur was seeded into the earth by Lewitt and Dubner.	The sauce was splattered all over here.	The windshield was sprayed by Katrina.	The soup was spritzed with vinegar by the fishermen.	Bacteria were seeded with sulfur.	The record company plastered the vinyls with a big label.	Whoever was spattered the floor with dirt.	The workers sewed the canvas heavier material.	Water spurts all over the place with the dust.	We like to baste the vegetables from France.	The artist plastered the cassettes under logos.	Noodles spritz me with low fait oil.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA3	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass2 VerbPass PNounA3
62	The peppers splatter the grease all over the cooktop.	Bandages were wrapped by Logan.	The smell was spurted all over the room by water.	Excellent information was showered onto people.	Your cup was drizzled by you.	The hook was hung with the picture by the photographer.	The cookies were spread with the mixture.	Someone sprayed the wall with some of the paint.	The developers were rubbed something with pencil.	The pancakes splatter here water.	The dog spatters over the snow with dirt.	The dog spatters the snow of the garden.	The editors smudge the pages under suspicion.	The writing marks rub you with the eraser.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA4	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass2 VerbPass PNounA1
